source_type,source_id,relation,target_type,target_id,detail,evidence_file,evidence_page
organization,og0020,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1024787.pdf,1
tender,1024787,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_1024787.pdf,1
company,co0039,was awarded,tender,1024807,3442695.162,Contract_Awards_PDFs/Tender_1024807.pdf,1
organization,og0020,awarded contract to,company,co0039,3442695.162,Contract_Awards_PDFs/Tender_1024807.pdf,1
person,pp0013,approved award,tender,1024807,Member (Engineer),Contract_Awards_PDFs/Tender_1024807.pdf,1
organization,og0020,part of,organization,og0020,,Contract_Awards_PDFs/Tender_1024807.pdf,1
organization,og0020,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1024807.pdf,1
tender,1024807,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_1024807.pdf,1
company,co0036,was awarded,tender,1024943,1701121.801,Contract_Awards_PDFs/Tender_1024943.pdf,1
organization,og0020,awarded contract to,company,co0036,1701121.801,Contract_Awards_PDFs/Tender_1024943.pdf,1
person,pp0013,approved award,tender,1024943,Member (Engineer),Contract_Awards_PDFs/Tender_1024943.pdf,1
organization,og0020,part of,organization,og0020,,Contract_Awards_PDFs/Tender_1024943.pdf,1
organization,og0020,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1024943.pdf,1
tender,1024943,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_1024943.pdf,1
company,co0038,was awarded,tender,1024948,1435753.901,Contract_Awards_PDFs/Tender_1024948.pdf,1
organization,og0020,awarded contract to,company,co0038,1435753.901,Contract_Awards_PDFs/Tender_1024948.pdf,1
person,pp0013,approved award,tender,1024948,Member (Engineer),Contract_Awards_PDFs/Tender_1024948.pdf,1
organization,og0020,part of,organization,og0020,,Contract_Awards_PDFs/Tender_1024948.pdf,1
organization,og0020,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1024948.pdf,1
tender,1024948,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_1024948.pdf,1
company,co0040,was awarded,tender,1028832,8988920.100,Contract_Awards_PDFs/Tender_1028832.pdf,1
organization,og0010,awarded contract to,company,co0040,8988920.100,Contract_Awards_PDFs/Tender_1028832.pdf,1
person,pp0006,approved award,tender,1028832,Assistant Engineer,Contract_Awards_PDFs/Tender_1028832.pdf,1
organization,og0010,part of,organization,og0009,,Contract_Awards_PDFs/Tender_1028832.pdf,1
organization,og0009,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1028832.pdf,1
tender,1028832,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_1028832.pdf,1
company,co0041,was awarded,tender,1030720,2538953.352,Contract_Awards_PDFs/Tender_1030720.pdf,1
organization,og0011,awarded contract to,company,co0041,2538953.352,Contract_Awards_PDFs/Tender_1030720.pdf,1
person,pp0007,approved award,tender,1030720,Sup. Eng. (Elec.),Contract_Awards_PDFs/Tender_1030720.pdf,1
organization,og0011,part of,organization,og0002,,Contract_Awards_PDFs/Tender_1030720.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1030720.pdf,1
tender,1030720,belongs to project,project,pr0013,,Contract_Awards_PDFs/Tender_1030720.pdf,1
company,co0042,was awarded,tender,1031714,2899000.176,Contract_Awards_PDFs/Tender_1031714.pdf,1
organization,og0011,awarded contract to,company,co0042,2899000.176,Contract_Awards_PDFs/Tender_1031714.pdf,1
person,pp0007,approved award,tender,1031714,Sup. Eng. (Elec.),Contract_Awards_PDFs/Tender_1031714.pdf,1
organization,og0011,part of,organization,og0002,,Contract_Awards_PDFs/Tender_1031714.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1031714.pdf,1
tender,1031714,belongs to project,project,pr0014,,Contract_Awards_PDFs/Tender_1031714.pdf,1
company,co0043,was awarded,tender,1031800,4473000.001,Contract_Awards_PDFs/Tender_1031800.pdf,1
organization,og0008,awarded contract to,company,co0043,4473000.001,Contract_Awards_PDFs/Tender_1031800.pdf,1
person,pp0005,approved award,tender,1031800,Sup. Eng. (Mechanical),Contract_Awards_PDFs/Tender_1031800.pdf,1
organization,og0008,part of,organization,og0002,,Contract_Awards_PDFs/Tender_1031800.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1031800.pdf,1
tender,1031800,belongs to project,project,pr0015,,Contract_Awards_PDFs/Tender_1031800.pdf,1
company,co0001,was awarded,tender,1035179,41746974.102,Contract_Awards_PDFs/Tender_1035179.pdf,1
organization,og0003,awarded contract to,company,co0001,41746974.102,Contract_Awards_PDFs/Tender_1035179.pdf,1
person,pp0001,approved award,tender,1035179,Superintending Engineer,Contract_Awards_PDFs/Tender_1035179.pdf,1
organization,og0003,part of,organization,og0002,,Contract_Awards_PDFs/Tender_1035179.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1035179.pdf,1
tender,1035179,belongs to project,project,pr0016,,Contract_Awards_PDFs/Tender_1035179.pdf,1
company,co0044,was awarded,tender,1037582,4699837.507,Contract_Awards_PDFs/Tender_1037582.pdf,1
organization,og0022,awarded contract to,company,co0044,4699837.507,Contract_Awards_PDFs/Tender_1037582.pdf,1
person,pp0014,approved award,tender,1037582,Project Director,Contract_Awards_PDFs/Tender_1037582.pdf,1
organization,og0022,part of,organization,og0016,,Contract_Awards_PDFs/Tender_1037582.pdf,1
organization,og0016,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1037582.pdf,1
tender,1037582,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_1037582.pdf,1
company,co0034,was awarded,tender,1039767,1043000.000,Contract_Awards_PDFs/Tender_1039767.pdf,1
organization,og0020,awarded contract to,company,co0034,1043000.000,Contract_Awards_PDFs/Tender_1039767.pdf,1
person,pp0013,approved award,tender,1039767,Member (Engineer),Contract_Awards_PDFs/Tender_1039767.pdf,1
organization,og0020,part of,organization,og0020,,Contract_Awards_PDFs/Tender_1039767.pdf,1
organization,og0020,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1039767.pdf,1
tender,1039767,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_1039767.pdf,1
company,co0001,was awarded,tender,1044320,33437797.407,Contract_Awards_PDFs/Tender_1044320.pdf,1
organization,og0023,awarded contract to,company,co0001,33437797.407,Contract_Awards_PDFs/Tender_1044320.pdf,1
person,pp0015,approved award,tender,1044320,PD (Jhilmil),Contract_Awards_PDFs/Tender_1044320.pdf,1
organization,og0023,part of,organization,og0002,,Contract_Awards_PDFs/Tender_1044320.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1044320.pdf,1
tender,1044320,belongs to project,project,pr0017,,Contract_Awards_PDFs/Tender_1044320.pdf,1
company,co0045,was awarded,tender,1056195,5100000.001,Contract_Awards_PDFs/Tender_1056195.pdf,1
organization,og0008,awarded contract to,company,co0045,5100000.001,Contract_Awards_PDFs/Tender_1056195.pdf,1
person,pp0005,approved award,tender,1056195,Sup. Eng. (Mechanical),Contract_Awards_PDFs/Tender_1056195.pdf,1
organization,og0008,part of,organization,og0002,,Contract_Awards_PDFs/Tender_1056195.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1056195.pdf,1
tender,1056195,belongs to project,project,pr0015,,Contract_Awards_PDFs/Tender_1056195.pdf,1
company,co0011,was awarded,tender,1058290,7049879.781,Contract_Awards_PDFs/Tender_1058290.pdf,1
organization,og0023,awarded contract to,company,co0011,7049879.781,Contract_Awards_PDFs/Tender_1058290.pdf,1
person,pp0015,approved award,tender,1058290,PD (Jhilmil),Contract_Awards_PDFs/Tender_1058290.pdf,1
organization,og0023,part of,organization,og0002,,Contract_Awards_PDFs/Tender_1058290.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1058290.pdf,1
tender,1058290,belongs to project,project,pr0017,,Contract_Awards_PDFs/Tender_1058290.pdf,1
company,co0031,was awarded,tender,1058291,13354000.588,Contract_Awards_PDFs/Tender_1058291.pdf,1
organization,og0023,awarded contract to,company,co0031,13354000.588,Contract_Awards_PDFs/Tender_1058291.pdf,1
person,pp0015,approved award,tender,1058291,PD (Jhilmil),Contract_Awards_PDFs/Tender_1058291.pdf,1
organization,og0023,part of,organization,og0002,,Contract_Awards_PDFs/Tender_1058291.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1058291.pdf,1
tender,1058291,belongs to project,project,pr0017,,Contract_Awards_PDFs/Tender_1058291.pdf,1
company,co0011,was awarded,tender,1058292,6592144.975,Contract_Awards_PDFs/Tender_1058292.pdf,1
organization,og0023,awarded contract to,company,co0011,6592144.975,Contract_Awards_PDFs/Tender_1058292.pdf,1
person,pp0015,approved award,tender,1058292,PD (Jhilmil),Contract_Awards_PDFs/Tender_1058292.pdf,1
organization,og0023,part of,organization,og0002,,Contract_Awards_PDFs/Tender_1058292.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1058292.pdf,1
tender,1058292,belongs to project,project,pr0017,,Contract_Awards_PDFs/Tender_1058292.pdf,1
company,co0031,was awarded,tender,1058293,6347500.384,Contract_Awards_PDFs/Tender_1058293.pdf,1
organization,og0023,awarded contract to,company,co0031,6347500.384,Contract_Awards_PDFs/Tender_1058293.pdf,1
person,pp0015,approved award,tender,1058293,PD (Jhilmil),Contract_Awards_PDFs/Tender_1058293.pdf,1
organization,og0023,part of,organization,og0002,,Contract_Awards_PDFs/Tender_1058293.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1058293.pdf,1
tender,1058293,belongs to project,project,pr0017,,Contract_Awards_PDFs/Tender_1058293.pdf,1
company,co0014,was awarded,tender,1059690,696150.009,Contract_Awards_PDFs/Tender_1059690.pdf,1
organization,og0008,awarded contract to,company,co0014,696150.009,Contract_Awards_PDFs/Tender_1059690.pdf,1
person,pp0005,approved award,tender,1059690,Sup. Eng. (Mechanical),Contract_Awards_PDFs/Tender_1059690.pdf,1
organization,og0008,part of,organization,og0002,,Contract_Awards_PDFs/Tender_1059690.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1059690.pdf,1
tender,1059690,belongs to project,project,pr0004,,Contract_Awards_PDFs/Tender_1059690.pdf,1
company,co0019,was awarded,tender,1060379,118272231.790,Contract_Awards_PDFs/Tender_1060379.pdf,1
organization,og0023,awarded contract to,company,co0019,118272231.790,Contract_Awards_PDFs/Tender_1060379.pdf,1
person,pp0015,approved award,tender,1060379,PD (Jhilmil),Contract_Awards_PDFs/Tender_1060379.pdf,1
organization,og0023,part of,organization,og0002,,Contract_Awards_PDFs/Tender_1060379.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1060379.pdf,1
tender,1060379,belongs to project,project,pr0017,,Contract_Awards_PDFs/Tender_1060379.pdf,1
company,co0046,was awarded,tender,1060380,68007492.722,Contract_Awards_PDFs/Tender_1060380.pdf,1
organization,og0023,awarded contract to,company,co0046,68007492.722,Contract_Awards_PDFs/Tender_1060380.pdf,1
person,pp0015,approved award,tender,1060380,PD (Jhilmil),Contract_Awards_PDFs/Tender_1060380.pdf,1
organization,og0023,part of,organization,og0002,,Contract_Awards_PDFs/Tender_1060380.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1060380.pdf,1
tender,1060380,belongs to project,project,pr0017,,Contract_Awards_PDFs/Tender_1060380.pdf,1
company,co0047,was awarded,tender,1060890,18177929.928,Contract_Awards_PDFs/Tender_1060890.pdf,1
organization,og0015,awarded contract to,company,co0047,18177929.928,Contract_Awards_PDFs/Tender_1060890.pdf,1
person,pp0016,approved award,tender,1060890,Project Director,Contract_Awards_PDFs/Tender_1060890.pdf,1
organization,og0015,part of,organization,og0002,,Contract_Awards_PDFs/Tender_1060890.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1060890.pdf,1
tender,1060890,belongs to project,project,pr0009,,Contract_Awards_PDFs/Tender_1060890.pdf,1
company,co0025,was awarded,tender,1060891,88468397.136,Contract_Awards_PDFs/Tender_1060891.pdf,1
organization,og0015,awarded contract to,company,co0025,88468397.136,Contract_Awards_PDFs/Tender_1060891.pdf,1
person,pp0016,approved award,tender,1060891,Project Director,Contract_Awards_PDFs/Tender_1060891.pdf,1
organization,og0015,part of,organization,og0002,,Contract_Awards_PDFs/Tender_1060891.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1060891.pdf,1
tender,1060891,belongs to project,project,pr0009,,Contract_Awards_PDFs/Tender_1060891.pdf,1
company,co0048,was awarded,tender,1060895,111101507.721,Contract_Awards_PDFs/Tender_1060895.pdf,1
organization,og0015,awarded contract to,company,co0048,111101507.721,Contract_Awards_PDFs/Tender_1060895.pdf,1
person,pp0016,approved award,tender,1060895,Project Director,Contract_Awards_PDFs/Tender_1060895.pdf,1
organization,og0015,part of,organization,og0002,,Contract_Awards_PDFs/Tender_1060895.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1060895.pdf,1
tender,1060895,belongs to project,project,pr0009,,Contract_Awards_PDFs/Tender_1060895.pdf,1
company,co0042,was awarded,tender,1062494,27499998.838,Contract_Awards_PDFs/Tender_1062494.pdf,1
organization,og0006,awarded contract to,company,co0042,27499998.838,Contract_Awards_PDFs/Tender_1062494.pdf,1
person,pp0003,approved award,tender,1062494,PD (9apt),Contract_Awards_PDFs/Tender_1062494.pdf,1
organization,og0006,part of,organization,og0002,,Contract_Awards_PDFs/Tender_1062494.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1062494.pdf,1
tender,1062494,belongs to project,project,pr0003,,Contract_Awards_PDFs/Tender_1062494.pdf,1
company,co0016,was awarded,tender,1069558,8321802.741,Contract_Awards_PDFs/Tender_1069558.pdf,1
organization,og0015,awarded contract to,company,co0016,8321802.741,Contract_Awards_PDFs/Tender_1069558.pdf,1
person,pp0016,approved award,tender,1069558,Project Director,Contract_Awards_PDFs/Tender_1069558.pdf,1
organization,og0015,part of,organization,og0002,,Contract_Awards_PDFs/Tender_1069558.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1069558.pdf,1
tender,1069558,belongs to project,project,pr0009,,Contract_Awards_PDFs/Tender_1069558.pdf,1
company,co0016,was awarded,tender,1069559,19993058.325,Contract_Awards_PDFs/Tender_1069559.pdf,1
organization,og0015,awarded contract to,company,co0016,19993058.325,Contract_Awards_PDFs/Tender_1069559.pdf,1
person,pp0016,approved award,tender,1069559,Project Director,Contract_Awards_PDFs/Tender_1069559.pdf,1
organization,og0015,part of,organization,og0002,,Contract_Awards_PDFs/Tender_1069559.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1069559.pdf,1
tender,1069559,belongs to project,project,pr0009,,Contract_Awards_PDFs/Tender_1069559.pdf,1
company,co0023,was awarded,tender,1069560,26892135.198,Contract_Awards_PDFs/Tender_1069560.pdf,1
organization,og0015,awarded contract to,company,co0023,26892135.198,Contract_Awards_PDFs/Tender_1069560.pdf,1
person,pp0016,approved award,tender,1069560,Project Director,Contract_Awards_PDFs/Tender_1069560.pdf,1
organization,og0015,part of,organization,og0002,,Contract_Awards_PDFs/Tender_1069560.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1069560.pdf,1
tender,1069560,belongs to project,project,pr0009,,Contract_Awards_PDFs/Tender_1069560.pdf,1
company,co0049,was awarded,tender,1069561,35630010.783,Contract_Awards_PDFs/Tender_1069561.pdf,1
organization,og0015,awarded contract to,company,co0049,35630010.783,Contract_Awards_PDFs/Tender_1069561.pdf,1
person,pp0016,approved award,tender,1069561,Project Director,Contract_Awards_PDFs/Tender_1069561.pdf,1
organization,og0015,part of,organization,og0002,,Contract_Awards_PDFs/Tender_1069561.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1069561.pdf,1
tender,1069561,belongs to project,project,pr0009,,Contract_Awards_PDFs/Tender_1069561.pdf,1
company,co0050,was awarded,tender,1069562,42619653.995,Contract_Awards_PDFs/Tender_1069562.pdf,1
organization,og0015,awarded contract to,company,co0050,42619653.995,Contract_Awards_PDFs/Tender_1069562.pdf,1
person,pp0016,approved award,tender,1069562,Project Director,Contract_Awards_PDFs/Tender_1069562.pdf,1
organization,og0015,part of,organization,og0002,,Contract_Awards_PDFs/Tender_1069562.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1069562.pdf,1
tender,1069562,belongs to project,project,pr0009,,Contract_Awards_PDFs/Tender_1069562.pdf,1
company,co0051,was awarded,tender,1069564,77163422.058,Contract_Awards_PDFs/Tender_1069564.pdf,1
organization,og0015,awarded contract to,company,co0051,77163422.058,Contract_Awards_PDFs/Tender_1069564.pdf,1
person,pp0016,approved award,tender,1069564,Project Director,Contract_Awards_PDFs/Tender_1069564.pdf,1
organization,og0015,part of,organization,og0002,,Contract_Awards_PDFs/Tender_1069564.pdf,1
organization,og0002,part of,organization,og0001,,Contract_Awards_PDFs/Tender_1069564.pdf,1
tender,1069564,belongs to project,project,pr0009,,Contract_Awards_PDFs/Tender_1069564.pdf,1
company,co0013,was awarded,tender,1071058,22604728.131,Contract_Awards_PDFs/Tender_1071058.pdf,1
