date,event,tender_id,entity,original,source_file,page
2020-03-05,pre-tender meeting starts,436738,Project Director (Saltgola),05-Mar-2020 10:30,Tender Notice_PDFs/CDA_Tender_436738.pdf,1
2020-03-05,tender advertised,436738,ELECTROMECH AUTOMATION SERVICES LTD,05-Mar-2020 10:00,Contract_Awards_PDFs/Tender_436738.pdf,1
2020-03-06,tender valid until,287337,office of the Chief Engineer ( Project & Design),06-Mar-2020,Tender Notice_PDFs/RAJUK_Tender_287337.pdf,1
2020-03-09,pre-tender meeting ends,436738,Project Director (Saltgola),09-Mar-2020 17:00,Tender Notice_PDFs/CDA_Tender_436738.pdf,1
2020-03-10,last day to buy the document,427246,Project Director(M.Uddin),10-Mar-2020 16:00,Tender Notice_PDFs/CDA_Tender_427246.pdf,1
2020-03-10,pre-tender meeting ends,427858,Purbachal New Town Project,10-Mar-2020 17:00,Tender Notice_PDFs/RAJUK_Tender_427858.pdf,1
2020-03-10,pre-tender meeting ends,427863,Purbachal New Town Project,10-Mar-2020 11:45,Tender Notice_PDFs/RAJUK_Tender_427863.pdf,1
2020-03-10,notice published,437635,"Office of the Project Director, Urban Resilience Project-RAJUK Part,RAJUK,Dhaka",10-Mar-2020 10:00,Tender Notice_PDFs/RAJUK_Tender_437635.pdf,1
2020-03-11,bid submission closes,427246,Project Director(M.Uddin),11-Mar-2020 13:00,Tender Notice_PDFs/CDA_Tender_427246.pdf,1
2020-03-11,bids opened,427246,Project Director(M.Uddin),11-Mar-2020 13:00,Tender Notice_PDFs/CDA_Tender_427246.pdf,1
2020-03-11,last day for bid security,427246,Project Director(M.Uddin),11-Mar-2020 12:30,Tender Notice_PDFs/CDA_Tender_427246.pdf,1
2020-03-11,pre-tender meeting starts,437635,"Office of the Project Director, Urban Resilience Project-RAJUK Part,RAJUK,Dhaka",11-Mar-2020 09:00,Tender Notice_PDFs/RAJUK_Tender_437635.pdf,1
2020-03-12,contract signed,376450,M/S TANIN ENTERPRISE,12-Mar-2020,Contract_Awards_PDFs/Tender_376450.pdf,1
2020-03-12,pre-tender meeting ends,398199,Electrical & Mechanical Engineering (EME),12-Mar-2020 13:30,Tender Notice_PDFs/CDA_Tender_398199.pdf,1
2020-03-12,last day for bid security,423315,Management Information System (MIS),12-Mar-2020 15:00,Tender Notice_PDFs/CDA_Tender_423315.pdf,1
2020-03-12,last day to buy the document,423315,Management Information System (MIS),12-Mar-2020 13:30,Tender Notice_PDFs/CDA_Tender_423315.pdf,1
2020-03-12,pre-tender meeting ends,427820,Purbachal New Town Project,12-Mar-2020 17:00,Tender Notice_PDFs/RAJUK_Tender_427820.pdf,1
2020-03-12,pre-tender meeting ends,427825,Purbachal New Town Project,12-Mar-2020 17:00,Tender Notice_PDFs/RAJUK_Tender_427825.pdf,1
2020-03-12,pre-tender meeting ends,427828,Purbachal New Town Project,12-Mar-2020 17:00,Tender Notice_PDFs/RAJUK_Tender_427828.pdf,1
2020-03-12,pre-tender meeting ends,427832,Purbachal New Town Project,12-Mar-2020 17:00,Tender Notice_PDFs/RAJUK_Tender_427832.pdf,1
2020-03-12,pre-tender meeting ends,427834,Purbachal New Town Project,12-Mar-2020 17:00,Tender Notice_PDFs/RAJUK_Tender_427834.pdf,1
2020-03-12,pre-tender meeting ends,427848,Purbachal New Town Project,12-Mar-2020 17:00,Tender Notice_PDFs/RAJUK_Tender_427848.pdf,1
2020-03-12,pre-tender meeting ends,427851,Purbachal New Town Project,12-Mar-2020 17:00,Tender Notice_PDFs/RAJUK_Tender_427851.pdf,1
2020-03-12,pre-tender meeting ends,427855,Purbachal New Town Project,12-Mar-2020 17:00,Tender Notice_PDFs/RAJUK_Tender_427855.pdf,1
2020-03-12,pre-tender meeting ends,427861,Purbachal New Town Project,12-Mar-2020 17:00,Tender Notice_PDFs/RAJUK_Tender_427861.pdf,1
2020-03-12,pre-tender meeting ends,431687,Uttara 3rd Phase Project,12-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_431687.pdf,1
2020-03-12,pre-tender meeting ends,431689,Uttara 3rd Phase Project,12-Mar-2020 17:00,Tender Notice_PDFs/RAJUK_Tender_431689.pdf,1
2020-03-12,pre-tender meeting ends,431690,Uttara 3rd Phase Project,12-Mar-2020 17:00,Tender Notice_PDFs/RAJUK_Tender_431690.pdf,1
2020-03-12,pre-tender meeting ends,431692,Uttara 3rd Phase Project,12-Mar-2020 17:00,Tender Notice_PDFs/RAJUK_Tender_431692.pdf,1
2020-03-12,pre-tender meeting ends,431697,Uttara 3rd Phase Project,12-Mar-2020 17:00,Tender Notice_PDFs/RAJUK_Tender_431697.pdf,1
2020-03-12,pre-tender meeting ends,431699,Uttara 3rd Phase Project,12-Mar-2020 17:00,Tender Notice_PDFs/RAJUK_Tender_431699.pdf,1
2020-03-12,pre-tender meeting ends,431701,Uttara 3rd Phase Project,12-Mar-2020 17:00,Tender Notice_PDFs/RAJUK_Tender_431701.pdf,1
2020-03-12,pre-tender meeting ends,431702,Uttara 3rd Phase Project,12-Mar-2020 17:00,Tender Notice_PDFs/RAJUK_Tender_431702.pdf,1
2020-03-12,pre-tender meeting ends,431704,Uttara 3rd Phase Project,12-Mar-2020 17:00,Tender Notice_PDFs/RAJUK_Tender_431704.pdf,1
2020-03-12,pre-tender meeting ends,431706,Uttara 3rd Phase Project,12-Mar-2020 17:00,Tender Notice_PDFs/RAJUK_Tender_431706.pdf,1
2020-03-12,pre-tender meeting ends,431707,Uttara 3rd Phase Project,12-Mar-2020 17:00,Tender Notice_PDFs/RAJUK_Tender_431707.pdf,1
2020-03-12,pre-tender meeting ends,431708,Uttara 3rd Phase Project,12-Mar-2020 17:00,Tender Notice_PDFs/RAJUK_Tender_431708.pdf,1
2020-03-15,last day to buy the document,427350,"Office of the Project Director, Urban Resilience Project-RAJUK Part,RAJUK,Dhaka",15-Mar-2020 17:00,Tender Notice_PDFs/RAJUK_Tender_427350.pdf,1
2020-03-15,last day to buy the document,436738,Project Director (Saltgola),15-Mar-2020 17:00,Tender Notice_PDFs/CDA_Tender_436738.pdf,1
2020-03-15,notice published,446283,Cox's Bazar Development Authority,15-Mar-2020 15:00,Tender Notice_PDFs/COXDA_Tender_446283.pdf,1
2020-03-15,tender advertised,446283,M/S. Shishir Construction,15-Mar-2020 15:00,Contract_Awards_PDFs/Tender_446283.pdf,1
2020-03-16,bid submission closes,427350,"Office of the Project Director, Urban Resilience Project-RAJUK Part,RAJUK,Dhaka",16-Mar-2020 14:00,Tender Notice_PDFs/RAJUK_Tender_427350.pdf,1
2020-03-16,bids opened,427350,"Office of the Project Director, Urban Resilience Project-RAJUK Part,RAJUK,Dhaka",16-Mar-2020 14:00,Tender Notice_PDFs/RAJUK_Tender_427350.pdf,1
2020-03-16,last day for bid security,427350,"Office of the Project Director, Urban Resilience Project-RAJUK Part,RAJUK,Dhaka",16-Mar-2020 13:00,Tender Notice_PDFs/RAJUK_Tender_427350.pdf,1
2020-03-16,bid submission closes,436738,Project Director (Saltgola),16-Mar-2020 13:00,Tender Notice_PDFs/CDA_Tender_436738.pdf,1
2020-03-16,bids opened,436738,Project Director (Saltgola),16-Mar-2020 13:00,Tender Notice_PDFs/CDA_Tender_436738.pdf,1
2020-03-16,last day for bid security,436738,Project Director (Saltgola),16-Mar-2020 12:30,Tender Notice_PDFs/CDA_Tender_436738.pdf,1
2020-03-16,pre-tender meeting starts,446283,Cox's Bazar Development Authority,16-Mar-2020 10:00,Tender Notice_PDFs/COXDA_Tender_446283.pdf,1
2020-03-18,pre-tender meeting ends,409461,Electrical & Mechanical Engineering (EME),18-Mar-2020 16:06,Tender Notice_PDFs/CDA_Tender_409461.pdf,1
2020-03-19,bid submission closes,423315,Management Information System (MIS),19-Mar-2020 15:30,Tender Notice_PDFs/CDA_Tender_423315.pdf,1
2020-03-19,bids opened,423315,Management Information System (MIS),19-Mar-2020 15:30,Tender Notice_PDFs/CDA_Tender_423315.pdf,1
2020-03-19,notice published,448324,Cox's Bazar Development Authority,19-Mar-2020 16:10,Tender Notice_PDFs/COXDA_Tender_448324.pdf,1
2020-03-19,pre-tender meeting starts,448324,Cox's Bazar Development Authority,19-Mar-2020 16:30,Tender Notice_PDFs/COXDA_Tender_448324.pdf,1
2020-03-19,tender advertised,448324,NATIONAL DEVELOPMENT ENGINEERS LTD.,19-Mar-2020 16:10,Contract_Awards_PDFs/Tender_448324.pdf,1
2020-03-19,notice published,448434,Cox's Bazar Development Authority,19-Mar-2020 16:10,Tender Notice_PDFs/COXDA_Tender_448434.pdf,1
2020-03-19,pre-tender meeting starts,448434,Cox's Bazar Development Authority,19-Mar-2020 16:30,Tender Notice_PDFs/COXDA_Tender_448434.pdf,1
2020-03-22,bid security valid until,376977,"Office of the Project Director, Urban Resilience Project-RAJUK Part,RAJUK,Dhaka",22-Mar-2020,Tender Notice_PDFs/RAJUK_Tender_376977.pdf,1
2020-03-22,last day to buy the document,423280,Uttara Apartment Project,22-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_423280.pdf,1
2020-03-22,pre-tender meeting ends,437635,"Office of the Project Director, Urban Resilience Project-RAJUK Part,RAJUK,Dhaka",22-Mar-2020 19:00,Tender Notice_PDFs/RAJUK_Tender_437635.pdf,1
2020-03-22,pre-tender meeting ends,446283,Cox's Bazar Development Authority,22-Mar-2020 17:00,Tender Notice_PDFs/COXDA_Tender_446283.pdf,1
2020-03-22,notice published,446869,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",22-Mar-2020 17:00,Tender Notice_PDFs/RAJUK_Tender_446869.pdf,1
2020-03-22,tender advertised,446869,"HSL-RE JV. ( JVCA Partners [Business Share]: Hasan & Sons Ltd. [10.000%] , M/S REZA ENTERPRISE [90.000%] )",22-Mar-2020 17:00,Contract_Awards_PDFs/Tender_446869.pdf,1
2020-03-22,notice published,447380,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",22-Mar-2020 17:00,Tender Notice_PDFs/RAJUK_Tender_447380.pdf,1
2020-03-22,tender advertised,447380,"HSL-RE JV. ( JVCA Partners [Business Share]: Hasan & Sons Ltd. [10.000%] , M/S REZA ENTERPRISE [90.000%] )",22-Mar-2020 17:00,Contract_Awards_PDFs/Tender_447380.pdf,1
2020-03-23,tender valid until,387658,Project Director(M.Uddin),23-Mar-2020,Tender Notice_PDFs/CDA_Tender_387658.pdf,1
2020-03-23,tender valid until,395550,Project Director(M.Uddin),23-Mar-2020,Tender Notice_PDFs/CDA_Tender_395550.pdf,1
2020-03-23,notification of award issued,410561,M/S. Khaja G.N Enterpriser,23-Mar-2020,Contract_Awards_PDFs/Tender_410561.pdf,1
2020-03-23,bid submission closes,423280,Uttara Apartment Project,23-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_423280.pdf,1
2020-03-23,bids opened,423280,Uttara Apartment Project,23-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_423280.pdf,1
2020-03-23,last day for bid security,423280,Uttara Apartment Project,23-Mar-2020 14:30,Tender Notice_PDFs/RAJUK_Tender_423280.pdf,1
2020-03-23,notification of award issued,427246,M/S. Gulzar Trading,23-Mar-2020,Contract_Awards_PDFs/Tender_427246.pdf,1
2020-03-23,last day to buy the document,427858,Purbachal New Town Project,23-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_427858.pdf,1
2020-03-23,last day to buy the document,427863,Purbachal New Town Project,23-Mar-2020 11:45,Tender Notice_PDFs/RAJUK_Tender_427863.pdf,1
2020-03-23,notification of award issued,436738,ELECTROMECH AUTOMATION SERVICES LTD,23-Mar-2020,Contract_Awards_PDFs/Tender_436738.pdf,1
2020-03-23,pre-tender meeting starts,446869,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",23-Mar-2020 10:00,Tender Notice_PDFs/RAJUK_Tender_446869.pdf,1
2020-03-23,pre-tender meeting starts,447380,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",23-Mar-2020 10:00,Tender Notice_PDFs/RAJUK_Tender_447380.pdf,1
2020-03-24,bid submission closes,427858,Purbachal New Town Project,24-Mar-2020 15:30,Tender Notice_PDFs/RAJUK_Tender_427858.pdf,1
2020-03-24,bids opened,427858,Purbachal New Town Project,24-Mar-2020 15:30,Tender Notice_PDFs/RAJUK_Tender_427858.pdf,1
2020-03-24,last day for bid security,427858,Purbachal New Town Project,24-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_427858.pdf,1
2020-03-24,bid submission closes,427863,Purbachal New Town Project,24-Mar-2020 15:30,Tender Notice_PDFs/RAJUK_Tender_427863.pdf,1
2020-03-24,bids opened,427863,Purbachal New Town Project,24-Mar-2020 15:30,Tender Notice_PDFs/RAJUK_Tender_427863.pdf,1
2020-03-24,last day for bid security,427863,Purbachal New Town Project,24-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_427863.pdf,1
2020-03-24,last day to buy the document,431687,Uttara 3rd Phase Project,24-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_431687.pdf,1
2020-03-24,last day to buy the document,431689,Uttara 3rd Phase Project,24-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_431689.pdf,1
2020-03-24,last day to buy the document,431690,Uttara 3rd Phase Project,24-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_431690.pdf,1
2020-03-24,last day to buy the document,431692,Uttara 3rd Phase Project,24-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_431692.pdf,1
2020-03-24,last day to buy the document,431697,Uttara 3rd Phase Project,24-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_431697.pdf,1
2020-03-24,last day to buy the document,431699,Uttara 3rd Phase Project,24-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_431699.pdf,1
2020-03-24,last day to buy the document,431701,Uttara 3rd Phase Project,24-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_431701.pdf,1
2020-03-24,last day to buy the document,431702,Uttara 3rd Phase Project,24-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_431702.pdf,1
2020-03-24,last day to buy the document,431704,Uttara 3rd Phase Project,24-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_431704.pdf,1
2020-03-24,last day to buy the document,431706,Uttara 3rd Phase Project,24-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_431706.pdf,1
2020-03-24,last day to buy the document,431707,Uttara 3rd Phase Project,24-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_431707.pdf,1
2020-03-24,last day to buy the document,431708,Uttara 3rd Phase Project,24-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_431708.pdf,1
2020-03-25,tender valid until,389133,"Office of the Project Director, Urban Resilience Project-RAJUK Part,RAJUK,Dhaka",25-Mar-2020,Tender Notice_PDFs/RAJUK_Tender_389133.pdf,1
2020-03-25,contract signed,410561,M/S. Khaja G.N Enterpriser,25-Mar-2020,Contract_Awards_PDFs/Tender_410561.pdf,1
2020-03-25,contract signed,427246,M/S. Gulzar Trading,25-Mar-2020,Contract_Awards_PDFs/Tender_427246.pdf,1
2020-03-25,bid submission closes,431687,Uttara 3rd Phase Project,25-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_431687.pdf,1
2020-03-25,bids opened,431687,Uttara 3rd Phase Project,25-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_431687.pdf,1
2020-03-25,last day for bid security,431687,Uttara 3rd Phase Project,25-Mar-2020 14:30,Tender Notice_PDFs/RAJUK_Tender_431687.pdf,1
2020-03-25,bid submission closes,431689,Uttara 3rd Phase Project,25-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_431689.pdf,1
2020-03-25,bids opened,431689,Uttara 3rd Phase Project,25-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_431689.pdf,1
2020-03-25,last day for bid security,431689,Uttara 3rd Phase Project,25-Mar-2020 14:30,Tender Notice_PDFs/RAJUK_Tender_431689.pdf,1
2020-03-25,bid submission closes,431690,Uttara 3rd Phase Project,25-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_431690.pdf,1
2020-03-25,bids opened,431690,Uttara 3rd Phase Project,25-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_431690.pdf,1
2020-03-25,last day for bid security,431690,Uttara 3rd Phase Project,25-Mar-2020 14:30,Tender Notice_PDFs/RAJUK_Tender_431690.pdf,1
2020-03-25,bid submission closes,431692,Uttara 3rd Phase Project,25-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_431692.pdf,1
2020-03-25,bids opened,431692,Uttara 3rd Phase Project,25-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_431692.pdf,1
2020-03-25,last day for bid security,431692,Uttara 3rd Phase Project,25-Mar-2020 14:30,Tender Notice_PDFs/RAJUK_Tender_431692.pdf,1
2020-03-25,bid submission closes,431697,Uttara 3rd Phase Project,25-Mar-2020 15:30,Tender Notice_PDFs/RAJUK_Tender_431697.pdf,1
2020-03-25,bids opened,431697,Uttara 3rd Phase Project,25-Mar-2020 15:30,Tender Notice_PDFs/RAJUK_Tender_431697.pdf,1
2020-03-25,last day for bid security,431697,Uttara 3rd Phase Project,25-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_431697.pdf,1
2020-03-25,bid submission closes,431699,Uttara 3rd Phase Project,25-Mar-2020 15:30,Tender Notice_PDFs/RAJUK_Tender_431699.pdf,1
2020-03-25,bids opened,431699,Uttara 3rd Phase Project,25-Mar-2020 15:30,Tender Notice_PDFs/RAJUK_Tender_431699.pdf,1
2020-03-25,last day for bid security,431699,Uttara 3rd Phase Project,25-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_431699.pdf,1
2020-03-25,bid submission closes,431701,Uttara 3rd Phase Project,25-Mar-2020 15:30,Tender Notice_PDFs/RAJUK_Tender_431701.pdf,1
2020-03-25,bids opened,431701,Uttara 3rd Phase Project,25-Mar-2020 15:30,Tender Notice_PDFs/RAJUK_Tender_431701.pdf,1
2020-03-25,last day for bid security,431701,Uttara 3rd Phase Project,25-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_431701.pdf,1
2020-03-25,bid submission closes,431702,Uttara 3rd Phase Project,25-Mar-2020 15:30,Tender Notice_PDFs/RAJUK_Tender_431702.pdf,1
2020-03-25,bids opened,431702,Uttara 3rd Phase Project,25-Mar-2020 15:30,Tender Notice_PDFs/RAJUK_Tender_431702.pdf,1
2020-03-25,last day for bid security,431702,Uttara 3rd Phase Project,25-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_431702.pdf,1
2020-03-25,bid submission closes,431704,Uttara 3rd Phase Project,25-Mar-2020 16:00,Tender Notice_PDFs/RAJUK_Tender_431704.pdf,1
2020-03-25,bids opened,431704,Uttara 3rd Phase Project,25-Mar-2020 16:00,Tender Notice_PDFs/RAJUK_Tender_431704.pdf,1
2020-03-25,last day for bid security,431704,Uttara 3rd Phase Project,25-Mar-2020 15:30,Tender Notice_PDFs/RAJUK_Tender_431704.pdf,1
2020-03-25,bid submission closes,431706,Uttara 3rd Phase Project,25-Mar-2020 16:00,Tender Notice_PDFs/RAJUK_Tender_431706.pdf,1
2020-03-25,bids opened,431706,Uttara 3rd Phase Project,25-Mar-2020 16:00,Tender Notice_PDFs/RAJUK_Tender_431706.pdf,1
2020-03-25,last day for bid security,431706,Uttara 3rd Phase Project,25-Mar-2020 15:30,Tender Notice_PDFs/RAJUK_Tender_431706.pdf,1
2020-03-25,bid submission closes,431707,Uttara 3rd Phase Project,25-Mar-2020 16:00,Tender Notice_PDFs/RAJUK_Tender_431707.pdf,1
2020-03-25,bids opened,431707,Uttara 3rd Phase Project,25-Mar-2020 16:00,Tender Notice_PDFs/RAJUK_Tender_431707.pdf,1
2020-03-25,last day for bid security,431707,Uttara 3rd Phase Project,25-Mar-2020 15:30,Tender Notice_PDFs/RAJUK_Tender_431707.pdf,1
2020-03-25,bid submission closes,431708,Uttara 3rd Phase Project,25-Mar-2020 16:00,Tender Notice_PDFs/RAJUK_Tender_431708.pdf,1
2020-03-25,bids opened,431708,Uttara 3rd Phase Project,25-Mar-2020 16:00,Tender Notice_PDFs/RAJUK_Tender_431708.pdf,1
2020-03-25,last day for bid security,431708,Uttara 3rd Phase Project,25-Mar-2020 15:30,Tender Notice_PDFs/RAJUK_Tender_431708.pdf,1
2020-03-27,bid security valid until,287329,office of the Chief Engineer ( Project & Design),27-Mar-2020,Tender Notice_PDFs/RAJUK_Tender_287329.pdf,1
2020-03-27,bid security valid until,287341,office of the Chief Engineer ( Project & Design),27-Mar-2020,Tender Notice_PDFs/RAJUK_Tender_287341.pdf,1
2020-03-27,bid security valid until,287345,office of the Chief Engineer ( Project & Design),27-Mar-2020,Tender Notice_PDFs/RAJUK_Tender_287345.pdf,1
2020-03-27,bid security valid until,287350,office of the Chief Engineer ( Project & Design),27-Mar-2020,Tender Notice_PDFs/RAJUK_Tender_287350.pdf,1
2020-03-27,bid security valid until,287352,office of the Chief Engineer ( Project & Design),27-Mar-2020,Tender Notice_PDFs/RAJUK_Tender_287352.pdf,1
2020-03-27,bid security valid until,287354,office of the Chief Engineer ( Project & Design),27-Mar-2020,Tender Notice_PDFs/RAJUK_Tender_287354.pdf,1
2020-03-27,bid security valid until,287356,office of the Chief Engineer ( Project & Design),27-Mar-2020,Tender Notice_PDFs/RAJUK_Tender_287356.pdf,1
2020-03-27,bid security valid until,287357,office of the Chief Engineer ( Project & Design),27-Mar-2020,Tender Notice_PDFs/RAJUK_Tender_287357.pdf,1
2020-03-27,bid security valid until,287358,office of the Chief Engineer ( Project & Design),27-Mar-2020,Tender Notice_PDFs/RAJUK_Tender_287358.pdf,1
2020-03-27,bid security valid until,287360,office of the Chief Engineer ( Project & Design),27-Mar-2020,Tender Notice_PDFs/RAJUK_Tender_287360.pdf,1
2020-03-29,contract work starts,427246,M/S. Gulzar Trading,29/03/2020,Contract_Awards_PDFs/Tender_427246.pdf,1
2020-03-30,last day to buy the document,427848,Purbachal New Town Project,30-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_427848.pdf,1
2020-03-30,last day to buy the document,427851,Purbachal New Town Project,30-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_427851.pdf,1
2020-03-30,last day to buy the document,427855,Purbachal New Town Project,30-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_427855.pdf,1
2020-03-30,last day to buy the document,427861,Purbachal New Town Project,30-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_427861.pdf,1
2020-03-30,last day to buy the document,446283,Cox's Bazar Development Authority,30-Mar-2020 16:00,Tender Notice_PDFs/COXDA_Tender_446283.pdf,1
2020-03-31,bid security valid until,360496,office of the Chief Engineer ( Project & Design),31-Mar-2020,Tender Notice_PDFs/RAJUK_Tender_360496.pdf,1
2020-03-31,bid security valid until,366041,Office of Chief Engineer,31-Mar-2020,Tender Notice_PDFs/KDA_Tender_366041.pdf,1
2020-03-31,bid security valid until,366087,Office of Chief Engineer,31-Mar-2020,Tender Notice_PDFs/KDA_Tender_366087.pdf,1
2020-03-31,tender valid until,376450,office of the Chief Engineer ( Project & Design),31-Mar-2020,Tender Notice_PDFs/RAJUK_Tender_376450.pdf,1
2020-03-31,last day to buy the document,427820,Purbachal New Town Project,31-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_427820.pdf,1
2020-03-31,last day to buy the document,427825,Purbachal New Town Project,31-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_427825.pdf,1
2020-03-31,last day to buy the document,427828,Purbachal New Town Project,31-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_427828.pdf,1
2020-03-31,last day to buy the document,427832,Purbachal New Town Project,31-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_427832.pdf,1
2020-03-31,last day to buy the document,427834,Purbachal New Town Project,31-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_427834.pdf,1
2020-03-31,bid submission closes,427848,Purbachal New Town Project,31-Mar-2020 15:30,Tender Notice_PDFs/RAJUK_Tender_427848.pdf,1
2020-03-31,bids opened,427848,Purbachal New Town Project,31-Mar-2020 15:30,Tender Notice_PDFs/RAJUK_Tender_427848.pdf,1
2020-03-31,last day for bid security,427848,Purbachal New Town Project,31-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_427848.pdf,1
2020-03-31,bid submission closes,427851,Purbachal New Town Project,31-Mar-2020 15:30,Tender Notice_PDFs/RAJUK_Tender_427851.pdf,1
2020-03-31,bids opened,427851,Purbachal New Town Project,31-Mar-2020 15:30,Tender Notice_PDFs/RAJUK_Tender_427851.pdf,1
2020-03-31,last day for bid security,427851,Purbachal New Town Project,31-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_427851.pdf,1
2020-03-31,bid submission closes,427855,Purbachal New Town Project,31-Mar-2020 15:30,Tender Notice_PDFs/RAJUK_Tender_427855.pdf,1
2020-03-31,bids opened,427855,Purbachal New Town Project,31-Mar-2020 15:30,Tender Notice_PDFs/RAJUK_Tender_427855.pdf,1
2020-03-31,last day for bid security,427855,Purbachal New Town Project,31-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_427855.pdf,1
2020-03-31,bid submission closes,427861,Purbachal New Town Project,31-Mar-2020 15:30,Tender Notice_PDFs/RAJUK_Tender_427861.pdf,1
2020-03-31,bids opened,427861,Purbachal New Town Project,31-Mar-2020 15:30,Tender Notice_PDFs/RAJUK_Tender_427861.pdf,1
2020-03-31,last day for bid security,427861,Purbachal New Town Project,31-Mar-2020 15:00,Tender Notice_PDFs/RAJUK_Tender_427861.pdf,1
2020-03-31,bid submission closes,446283,Cox's Bazar Development Authority,31-Mar-2020 12:00,Tender Notice_PDFs/COXDA_Tender_446283.pdf,1
2020-03-31,bids opened,446283,Cox's Bazar Development Authority,31-Mar-2020 12:00,Tender Notice_PDFs/COXDA_Tender_446283.pdf,1
2020-03-31,last day for bid security,446283,Cox's Bazar Development Authority,31-Mar-2020 11:00,Tender Notice_PDFs/COXDA_Tender_446283.pdf,1
2020-03-31,pre-tender meeting ends,446869,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",31-Mar-2020 17:00,Tender Notice_PDFs/RAJUK_Tender_446869.pdf,1
2020-03-31,pre-tender meeting ends,447380,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",31-Mar-2020 17:00,Tender Notice_PDFs/RAJUK_Tender_447380.pdf,1
2020-04-01,contract work completes,270190,S.S Rahman International,01/04/2020,Contract_Awards_PDFs/Tender_270190.pdf,1
2020-04-01,contract work completes,282186,S.S Rahman International,01/04/2020,Contract_Awards_PDFs/Tender_282186.pdf,1
2020-04-01,contract work starts,410561,M/S. Khaja G.N Enterpriser,01/04/2020,Contract_Awards_PDFs/Tender_410561.pdf,1
2020-04-01,contract work starts,423315,Innovative Online Ltd.,01/04/2020,Contract_Awards_PDFs/Tender_423315.pdf,1
2020-04-01,last day for bid security,427820,Purbachal New Town Project,01-Apr-2020 14:30,Tender Notice_PDFs/RAJUK_Tender_427820.pdf,1
