tender_id,source_file,page,amendment_no,amendment_no_printed,changed_fields,changed_field_count,eligibility_changed,has_change_table,notice_text
1225896,Tender Notice_PDFs/RAJUK_Tender_1225896.pdf,2,1,1,Closing Date & Time;Document last selling date & time;Last date & time for Tender/Proposal Security Submission;Opening Date & Time,4,no,yes,Correction of BOQ.
1234622,Tender Notice_PDFs/RAJUK_Tender_1234622.pdf,2,1,1 Correction of 20.1 (k) any other document as specified in the TDS.,,0,no,yes,"Not Required 4) Up to date ""ABC"" category contractor & Supervisory license from electricity licensing Board of Bangladesh."
125042,Tender Notice_PDFs/RAJUK_Tender_125042.pdf,2,1,1 For Smooth functioning of the Tendering process the following changes has done on “Terms and Conditions of Lift & Escalator” in Sl.,,0,no,no,No-6 6. Each bidder must be the sole agent of the proposed lift of the contract and he/she must submit its all supporting documents.
125126,Tender Notice_PDFs/RAJUK_Tender_125126.pdf,2,1,1 For Smooth functioning of the Tendering process the following changes has done on “Terms and Conditions of Lift & Escalator” in Sl.,,0,no,no,No-6 6. Each bidder must be the sole agent of the proposed lift of the contract and he/she must submit its all supporting documents.
125292,Tender Notice_PDFs/RAJUK_Tender_125292.pdf,2,1,1 For Smooth functioning of the Tendering process the following changes has done on “Terms and Conditions of Lift & Escalator” in Sl.,,0,no,no,No-6 6. Each bidder must be the sole agent of the proposed lift of the contract and he/she must submit its all supporting documents.
125293,Tender Notice_PDFs/RAJUK_Tender_125293.pdf,2,1,1 For Smooth functioning of the Tendering process the following changes has done on “Terms and Conditions of Lift & Escalator” in Sl.,,0,no,no,No-6 6. Each bidder must be the sole agent of the proposed lift of the contract and he/she must submit its all supporting documents.
125294,Tender Notice_PDFs/RAJUK_Tender_125294.pdf,2,1,1 For Smooth functioning of the Tendering process the following changes has done on “Terms and Conditions of Lift & Escalator” in Sl.,,0,no,no,No-6 6. Each bidder must be the sole agent of the proposed lift of the contract and he/she must submit its all supporting documents.
125295,Tender Notice_PDFs/RAJUK_Tender_125295.pdf,2,1,1 For Smooth functioning of the Tendering process the following changes has done on “Terms and Conditions of Lift & Escalator” in Sl.,,0,no,no,No-6 6. Each bidder must be the sole agent of the proposed lift of the contract and he/she must submit its all supporting documents.
125297,Tender Notice_PDFs/RAJUK_Tender_125297.pdf,2,1,1 For Smooth functioning of the Tendering process the following changes has done on “Terms and Conditions of Lift & Escalator” in Sl.,,0,no,no,No-6 6. Each bidder must be the sole agent of the proposed lift of the contract and he/she must submit its all supporting documents.
125298,Tender Notice_PDFs/RAJUK_Tender_125298.pdf,2,1,1 For Smooth functioning of the Tendering process the following changes has done on “Terms and Conditions of Lift & Escalator” in Sl.,,0,no,no,No-6 6. Each bidder must be the sole agent of the proposed lift of the contract and he/she must submit its all supporting documents.
125300,Tender Notice_PDFs/RAJUK_Tender_125300.pdf,2,1,1 For Smooth functioning of the Tendering process the following changes has done on “Terms and Conditions of Lift & Escalator” in Sl.,,0,no,yes,No-6 6. Each bidder must be the sole agent of the proposed lift of the contract and he/she must submit its all supporting documents.
125301,Tender Notice_PDFs/RAJUK_Tender_125301.pdf,2,1,1 For Smooth functioning of the Tendering process the following changes has done on “Terms and Conditions of Lift & Escalator” in Sl.,,0,no,yes,No-6 6. Each bidder must be the sole agent of the proposed lift of the contract and he/she must submit its all supporting documents.
1262416,Tender Notice_PDFs/RAJUK_Tender_1262416.pdf,2,2,2 Correction of ITT 20.1 (k),,0,no,yes,see attached file Amendment / Corrigendum/ Addendum No. : 2 File Size S. No. File Name File Description (in KB) 1 see attached file.pdf see attached file 29646
1265185,Tender Notice_PDFs/RAJUK_Tender_1265185.pdf,2,1,1 Correction of ITT Clause 13.1 (b) specific experience: The Tenderer shall have successfully completed 1 (One) No. Sub-Station and 1 (One) No. Generator Supply works of amounts,,0,no,yes,at least Tk 85.40 (Eighty Five point Four Zero) Lac under in a single contract / in a Two Contract(s) over a period of 05 (Five) years under Govt./Semi Govt./Autonomous Organization. Years counting backward from the date of publication of IFT in the newspaper/Website.
164878,Tender Notice_PDFs/RAJUK_Tender_164878.pdf,2,2,2,Closing Date & Time;Document last selling date & time;Last date & time for Tender/Proposal Security Submission;Opening Date & Time,4,no,yes,2nd corrigendum notice has been given for better competition.
174037,Tender Notice_PDFs/RAJUK_Tender_174037.pdf,2,1,1 The Corrigendum is issued as to add additional features in the technical specification as such PE will enjoy additional services which is,TDS/PDS--C. Qualification Criteria--,1,yes,yes,"essential requirements for this procurement. One of the main features is to add ""Canopy"" for the Pick -up. Some safety measures need to be added in the specifications that will ensure utmost safety for the users."
174670,Tender Notice_PDFs/RAJUK_Tender_174670.pdf,2,1,1 Due to unavoidable circumstances the Tender has been rescheduled.,Closing Date & Time;Document last selling date & time;Last date & time for Tender/Proposal Security Submission;Opening Date & Time,4,no,yes,Field Name Old Value New Value
174671,Tender Notice_PDFs/RAJUK_Tender_174671.pdf,2,1,1 Due to unavoidable circumstances the Tender has been rescheduled.,Closing Date & Time;Document last selling date & time;Last date & time for Tender/Proposal Security Submission;Opening Date & Time,4,no,yes,Field Name Old Value New Value
174673,Tender Notice_PDFs/RAJUK_Tender_174673.pdf,2,1,1 Due to unavoidable circumstances the Tender has been rescheduled.,Closing Date & Time;Document last selling date & time;Last date & time for Tender/Proposal Security Submission;Opening Date & Time,4,no,yes,Field Name Old Value New Value
174674,Tender Notice_PDFs/RAJUK_Tender_174674.pdf,2,1,1 Due to unavoidable circumstances the Tender has been rescheduled.,Closing Date & Time;Document last selling date & time;Last date & time for Tender/Proposal Security Submission;Opening Date & Time,4,no,yes,Field Name Old Value New Value
174678,Tender Notice_PDFs/RAJUK_Tender_174678.pdf,2,1,1 Due to unavoidable circumstances the Tender has been rescheduled.,Closing Date & Time;Document last selling date & time;Last date & time for Tender/Proposal Security Submission;Opening Date & Time,4,no,yes,Field Name Old Value New Value
174680,Tender Notice_PDFs/RAJUK_Tender_174680.pdf,2,1,1 Due to unavoidable circumstances the Tender has been rescheduled.,Closing Date & Time;Document last selling date & time;Last date & time for Tender/Proposal Security Submission;Opening Date & Time,4,no,yes,Field Name Old Value New Value
174683,Tender Notice_PDFs/RAJUK_Tender_174683.pdf,2,1,1 Due to unavoidable circumstances the Tender has been rescheduled.,Closing Date & Time;Document last selling date & time;Last date & time for Tender/Proposal Security Submission;Opening Date & Time,4,no,yes,Field Name Old Value New Value
174685,Tender Notice_PDFs/RAJUK_Tender_174685.pdf,2,1,1 Due to unavoidable circumstances the Tender has been rescheduled.,Closing Date & Time;Document last selling date & time;Last date & time for Tender/Proposal Security Submission;Opening Date & Time,4,no,yes,Field Name Old Value New Value
174686,Tender Notice_PDFs/RAJUK_Tender_174686.pdf,2,1,1 Due to unavoidable circumstances the Tender has been rescheduled.,Closing Date & Time;Document last selling date & time;Last date & time for Tender/Proposal Security Submission;Opening Date & Time,4,no,yes,Field Name Old Value New Value
178196,Tender Notice_PDFs/RAJUK_Tender_178196.pdf,2,1,1,PCC--.--;TDS/PDS--D. Tender Preparation--,2,no,yes,Amendmend is done in order to find the product as per purchaser need
198193,Tender Notice_PDFs/RAJUK_Tender_198193.pdf,2,1,1 Due to unavoidable circumstances the Tender has been rescheduled.,Closing Date & Time;Document last selling date & time;Last date & time for Tender/Proposal Security Submission;Opening Date & Time,4,no,yes,Field Name Old Value New Value
198200,Tender Notice_PDFs/RAJUK_Tender_198200.pdf,2,1,1 Due to unavoidable circumstances the Tender has been rescheduled.,Closing Date & Time;Document last selling date & time;Last date & time for Tender/Proposal Security Submission;Opening Date & Time,4,no,yes,Field Name Old Value New Value
198298,Tender Notice_PDFs/RAJUK_Tender_198298.pdf,2,1,1 Due to unavoidable circumstances the Tender has been rescheduled.,Closing Date & Time;Document last selling date & time;Last date & time for Tender/Proposal Security Submission;Opening Date & Time,4,no,yes,Field Name Old Value New Value
199942,Tender Notice_PDFs/RAJUK_Tender_199942.pdf,2,2,2 # Specifications are made more focused according the actual need of the procuring entity,Document last selling date & time;PCC--.--;TDS/PDS--C. Qualification Criteria--;TDS/PDS--D. Tender Preparation--,4,yes,yes,# Adjustment is brought in the qualification criteria to ensure presence of appropriate tenderer
202993,Tender Notice_PDFs/RAJUK_Tender_202993.pdf,1,2,2,Closing Date & Time;Document last selling date & time;Last date & time for Tender/Proposal Security Submission;Opening Date & Time,4,no,yes,Change BOQ Item
209496,Tender Notice_PDFs/RAJUK_Tender_209496.pdf,1,1,1 Due to Changes of Qualification Criteria (General Experience) & document selling & closing date and time has been modified As mentioned in original tender To be replaced as,Closing Date & Time;Document last selling date & time;Last date & time for Tender/Proposal Security Submission;Opening Date & Time,4,no,yes,(a) Minimum 10 (Ten) years experience in civil construction work. (But it should (a) Minimum 5 (Five) years experience in civil construction work. (But it should be minimum 05 (five) years for non-lead partner of JVCA). be minimum 03 (Three) years for non-lead partner of JVCA).
209498,Tender Notice_PDFs/RAJUK_Tender_209498.pdf,1,1,1,Closing Date & Time;Document last selling date & time;Last date & time for Tender/Proposal Security Submission;Opening Date & Time,4,no,yes,Due to unavoidable circumstances the tender document selling date and time has been modified.
209736,Tender Notice_PDFs/RAJUK_Tender_209736.pdf,2,1,1,Closing Date & Time;Document last selling date & time;Last date & time for Tender/Proposal Security Submission;Opening Date & Time,4,no,yes,Due to unavoidable circumstances the tender document selling date and time has been modified.
209938,Tender Notice_PDFs/RAJUK_Tender_209938.pdf,1,1,1 Amendment / Due to Changes of Qualification Criteria (General Experience) & document selling & closing date and time has been modified Corrigendum As mentioned in original tender To be replaced as Text : (a) Minimum 10 (Ten) years experience in civil construction work. (But it (a) Minimum 5 (Five) years experience in civil construction work. (But it should should be minimum 05 (five) years for non-lead partner of JVCA). be minimum 03 (Three) years for non-lead partner of JVCA).,Closing Date & Time;Document last selling date & time;Last date & time for Tender/Proposal Security Submission;Opening Date & Time,4,no,yes,
