tender_id,clause_no,source_file,page,source_field,printed_label,text,chars,categories,defers_to_another_document,money_taka,money_original,money_words,money_scale_words,money_reading,money_unresolved,years,contract_counts,percentages
688794,1,Tender Notice_PDFs/KDA_Tender_688794.pdf,1,eligibility,Eligibility of Tenderer,(a) Tenderer shall have a minimum of 5 [five] years of General experience in the supply of Goods and related services.,118,experience_general,no,,,,,,,,,
688794,2,Tender Notice_PDFs/KDA_Tender_688794.pdf,1,eligibility,Eligibility of Tenderer,(b) The satisfactory completion of supply of similar Goods of minimum Tk. 40 lac under maximum 01[one] contracts in the last 5[five] of years. i.e. years counting backward from the date of publication of IFT. in the e-gp system.,228,other,no,4000000.00;4000000.00,Tk. 40 lac | 40 lac, | ,lac,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,,,
688794,3,Tender Notice_PDFs/KDA_Tender_688794.pdf,1,eligibility,Eligibility of Tenderer,"(c) The minimum amount of liquid assets i.e. working capital or credit line(s), net of other contractual commitments is Tk. 35 lac.",131,financial_liquid;financial_credit,no,3500000.00;3500000.00,Tk. 35 lac | 35 lac, | ,lac,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,,,
688794,4,Tender Notice_PDFs/KDA_Tender_688794.pdf,1,eligibility,Eligibility of Tenderer,(d) The required average annual turnover shall be greater than Tk. 49 Lac over the last 5( Five) years. Years counting backward form the date of publication of Tender Notice/ IFT of the newspaper.,196,financial_turnover,no,4900000.00;4900000.00,Tk. 49 Lac | 49 Lac, | ,lac,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,5,,
695670,1,Tender Notice_PDFs/KDA_Tender_695670.pdf,1,eligibility,Eligibility of Tenderer,As per TDS.,11,deferred,yes,,,,,,,,,
699961,1,Tender Notice_PDFs/KDA_Tender_699961.pdf,1,eligibility,Eligibility of Tenderer,1. The Tenderer shall have a minimum of 05 (Five) years of Overall experience in supply of Equipment and related services.,122,equipment,no,,,,,,,5,,
699961,2,Tender Notice_PDFs/KDA_Tender_699961.pdf,1,eligibility,Eligibility of Tenderer,"2. Minimum Specific experience as supplier in supply of similar Goods of at single contract(s) successfully completion within the last 03 (Three) Years, with a value of at least Tk. 15 Lakh",189,experience_similar,no,1500000.00;1500000.00,Tk. 15 Lakh | 15 Lakh, | ,lakh,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,3,,
699961,3,Tender Notice_PDFs/KDA_Tender_699961.pdf,1,eligibility,Eligibility of Tenderer,3. The minimum amount of liquid assets or working capital or credit facilities shall be Tk. 15 Lakh.,100,financial_liquid;financial_credit,no,1500000.00;1500000.00,Tk. 15 Lakh | 15 Lakh, | ,lakh,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,,,
699961,4,Tender Notice_PDFs/KDA_Tender_699961.pdf,1,eligibility,Eligibility of Tenderer,"4. The tenderer must also have Update Income Tax certificate (2021-2022),Trade License (2021-2022) and VAT Registration certificate.",132,cert_trade_licence;cert_vat;cert_tin;cert_other,no,,,,,,,,,
699961,5,Tender Notice_PDFs/KDA_Tender_699961.pdf,1,eligibility,Eligibility of Tenderer,5. Proof of Works Completion Certificate for similar kind of Supply.,68,cert_other,no,,,,,,,,,
699961,6,Tender Notice_PDFs/KDA_Tender_699961.pdf,1,eligibility,Eligibility of Tenderer,6. Authorization Letter must be submitted,41,other,no,,,,,,,,,
699961,7,Tender Notice_PDFs/KDA_Tender_699961.pdf,1,eligibility,Eligibility of Tenderer,7. All others as stated in the tender documents.,48,deferred,yes,,,,,,,,,
728690,1,Tender Notice_PDFs/KDA_Tender_728690.pdf,1,eligibility,Eligibility of Tenderer,"Up to date Trade Lisence, VAT and TIN certificate must be submitted in the tender. The tenderer must have experience in retrofitting works.",139,cert_vat;cert_tin;cert_other,no,,,,,,,,,
728691,1,Tender Notice_PDFs/KDA_Tender_728691.pdf,1,eligibility,Eligibility of Tenderer,"Up to date Trade Lisence, VAT and TIN certificate must be submited in the tender. The tenderer must have experience in retrofitting works.",138,cert_vat;cert_tin;cert_other,no,,,,,,,,,
728692,1,Tender Notice_PDFs/KDA_Tender_728692.pdf,1,eligibility,Eligibility of Tenderer,"Up to date Trade Lisence, VAT and TIN certificate must be submited in the tender. The tenderer must have experience in retrofitting works",137,cert_vat;cert_tin;cert_other,no,,,,,,,,,
783087,1,Tender Notice_PDFs/KDA_Tender_783087.pdf,1,eligibility,Eligibility of Tenderer,"1. The minimum specific experience as a Prime Contractor in construction works of at least 1(One) contract(s) of the minimum value of the similar nature, complexity and methods/construction technology successfully completed within the last 10(ten) years, each with a value of at least BDT.Tk. 50 (Fifty) Crore. Years counting back ward from the date of publication of IFT in e-Gp portal. The Contractor shall have the following experience in the above Mentioned and other contract : (i) Must have experience of Constructing building with Minimum two Basements. (ii) Construction of Cast-in-situ RCC Pile of Minimum dia 400mm and a Length of 30M or More (iii) Cast in situ pile must be done by using hydraulic Rotary pilling Rig. Machine. (iv) All RCC casting must be done by using Ready Mix Concrete plant. (v) Mechanical hydraulic pressure machine must be used for pre-cast pile driven",886,experience_similar;experience_count;equipment,no,500000000.00;500000000.00,Tk. 50 (Fifty) Crore | 50 (Fifty) Crore,Fifty | Fifty,crore,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,10,1,
783087,2,Tender Notice_PDFs/KDA_Tender_783087.pdf,1,eligibility,Eligibility of Tenderer,2. The required average annual construction turnover shall be greater than Tk. 120.00 (One hundred twenty) Crore in the last 5 (Five) years. Payment certificates for contract in progress or completed under public sector during last 5 (five) years must be submitted along with the tender in support of average annual construction turnover.,338,financial_turnover;cert_other,no,1200000000.00;1200000000.00,Tk. 120.00 (One hundred twenty) Crore | 120.00 (One hundred twenty) Crore,One hundred twenty | One hundred twenty,crore,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,,
783087,3,Tender Notice_PDFs/KDA_Tender_783087.pdf,1,eligibility,Eligibility of Tenderer,3. Liquid assets/ working capital/credit facilities Tk. 20.00 (twenty) crore.,77,financial_liquid;financial_credit,no,200000000.00;200000000.00,Tk. 20.00 (twenty) crore | 20.00 (twenty) crore,twenty | twenty,crore,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,,,
783087,4,Tender Notice_PDFs/KDA_Tender_783087.pdf,1,eligibility,Eligibility of Tenderer,4. The Tender Capacity is Tk. 75.00 (Seventy five) crore. Supporting document must be submitted along with information as per enclosed form (ongoing works/commitments),167,other,no,750000000.00;750000000.00,Tk. 75.00 (Seventy five) crore | 75.00 (Seventy five) crore,Seventy five | Seventy five,crore,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,,,
783087,5,Tender Notice_PDFs/KDA_Tender_783087.pdf,1,eligibility,Eligibility of Tenderer,"5. The Tenderer must enclose up-to-date Trade license, Income Tax clearance certificate, VAT registration certificate and up-to- date ABC Contractor and Supervisory License.",173,cert_trade_licence;cert_vat;cert_tin;cert_other;cert_licence_class,no,,,,,,,,,
783087,6,Tender Notice_PDFs/KDA_Tender_783087.pdf,1,eligibility,Eligibility of Tenderer,6. Personnel Capacity & Equipment Capacity as per TDS.,54,equipment;personnel,no,,,,,,,,,
867256,1,Tender Notice_PDFs/KDA_Tender_867256.pdf,1,eligibility,Eligibility of Tenderer,"1. The minimum specific experience as a Prime Contractor in construction works of at least 1(One) contract(s) of the minimum value of similar nature, complexity and method/construction technology successfully completed within the last 10(ten) years, with a value of at least Tk.8.50 Crore .Years counting back ward from the date of publication of IFT in e-Gp portal. The Contractor must have the following specific experience in the above Mentioned and other contract : (i) Must have experience of RCC road construction. (ii) Must have experience of Steel shed construction with a value of Minimum Tk.1.50 crore.",612,experience_similar;experience_count,no,85000000.00;15000000.00;85000000.00;15000000.00,Tk.8.50 Crore | Tk.1.50 crore | 8.50 Crore | 1.50 crore, |  |  | ,crore,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,10,1,
867256,2,Tender Notice_PDFs/KDA_Tender_867256.pdf,1,eligibility,Eligibility of Tenderer,2. The required average annual construction turnover shall be greater than Tk. 17 (Seventeen) Crore in the last 5 (Five) years. Payment certificates for contract in progress or completed under public sector during last 5 (five) years must be submitted along with the tender in support of average annual construction turnover.,325,financial_turnover;cert_other,no,170000000.00;170000000.00,Tk. 17 (Seventeen) Crore | 17 (Seventeen) Crore,Seventeen | Seventeen,crore,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,,
867256,3,Tender Notice_PDFs/KDA_Tender_867256.pdf,1,eligibility,Eligibility of Tenderer,3. Liquid assets/ working capital/credit facilities Tk. 4.50 crore.,67,financial_liquid;financial_credit,no,45000000.00;45000000.00,Tk. 4.50 crore | 4.50 crore, | ,crore,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,,,
867256,4,Tender Notice_PDFs/KDA_Tender_867256.pdf,1,eligibility,Eligibility of Tenderer,4. The Tender Capacity is Tk. 9 (Nine) crore. Supporting document must be submitted along with information as per enclosed form (ongoing works/commitments),155,other,no,90000000.00;90000000.00,Tk. 9 (Nine) crore | 9 (Nine) crore,Nine | Nine,crore,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,,,
867256,5,Tender Notice_PDFs/KDA_Tender_867256.pdf,1,eligibility,Eligibility of Tenderer,"5. The Tenderer must enclose up-to-date Trade license, Income Tax clearance certificate, VAT registration certificate.",118,cert_trade_licence;cert_vat;cert_tin;cert_other,no,,,,,,,,,
867256,6,Tender Notice_PDFs/KDA_Tender_867256.pdf,1,eligibility,Eligibility of Tenderer,6. Personnel Capacity & Equipment Capacity as per TDS.,54,equipment;personnel,no,,,,,,,,,
868640,1,Tender Notice_PDFs/KDA_Tender_868640.pdf,1,eligibility,Eligibility of Tenderer,"1. The minimum specific experience as a Prime Contractor in construction works of at least 1(One) contract(s) of the minimum value of the similar nature, complexity and methods/construction technology successfully completed within the last 5(Five) years, each with a value of at least BDT. 50.00 (Fifty) Crore. Years counting back ward from the date of publication of IFT in e-Gp portal. The Contractor must have the following experience in the above Mentioned or in other contract : (i) Construction of minimum 50m length and1200mm dia cast in situ pile (ii) Construction of minimum 240m long 4 lane PC Girder Bridge/Overpass (iii) Cast in situ pile must be done by using Hydraulic Rotary piling Rig Machine. (iv) All RCC construction must be done by using Ready mix concrete Plant.",783,experience_similar;experience_count;equipment,no,500000000.00;500000000.00,BDT. 50.00 (Fifty) Crore | 50.00 (Fifty) Crore,Fifty | Fifty,crore,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,1,
868640,2,Tender Notice_PDFs/KDA_Tender_868640.pdf,1,eligibility,Eligibility of Tenderer,2. The required average annual construction turnover shall be greater than Tk. 40.00 (Forty) Crore in the last 5 (Five) years. Payment certificates for contract in progress or completed under public sector during last 5 (five) years must be submitted along with the tender in support of average annual construction turnover.,324,financial_turnover;cert_other,no,400000000.00;400000000.00,Tk. 40.00 (Forty) Crore | 40.00 (Forty) Crore,Forty | Forty,crore,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,,
868640,3,Tender Notice_PDFs/KDA_Tender_868640.pdf,1,eligibility,Eligibility of Tenderer,3. Liquid assets/ working capital/credit facilities Tk. 25.00 (Twenty Five) crore.,82,financial_liquid;financial_credit,no,250000000.00;250000000.00,Tk. 25.00 (Twenty Five) crore | 25.00 (Twenty Five) crore,Twenty Five | Twenty Five,crore,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,,,
868640,4,Tender Notice_PDFs/KDA_Tender_868640.pdf,1,eligibility,Eligibility of Tenderer,4. The Tender Capacity is Tk. 50.00 (Fifty crore. Supporting document must be submitted along with information as per enclosed form (ongoing works/commitments),159,other,no,50.00,Tk. 50.00,,taka,no scale word is printed; the figure is taken at face value in taka,,,,
868640,5,Tender Notice_PDFs/KDA_Tender_868640.pdf,1,eligibility,Eligibility of Tenderer,"5. The Tenderer must enclose up-to-date Trade license, Income Tax clearance certificate and VAT registration certificate.",121,cert_trade_licence;cert_vat;cert_tin;cert_other,no,,,,,,,,,
868640,6,Tender Notice_PDFs/KDA_Tender_868640.pdf,1,eligibility,Eligibility of Tenderer,6. Personnel Capacity & Equipment Capacity as per TDS.,54,equipment;personnel,no,,,,,,,,,
925871,1,Tender Notice_PDFs/KDA_Tender_925871.pdf,1,eligibility,Eligibility of Tenderer,1. The minimum number of years of General Experience of the tenderer in the works as Contractor shall be Twelve,111,experience_general,no,,,,,,,,,
925871,2,Tender Notice_PDFs/KDA_Tender_925871.pdf,1,eligibility,Eligibility of Tenderer,"(12) year. Years in counting backward form the date of tender publication of IFT in e-Gp portal. 2. The minimum specific experience as a Prime Contractor in Survey works of at least 1(One) contract of the minimum value of the similar nature, complexity and methods/construction technology successfully completed within the last 5(five) years, each with a value of at least BDT.Tk. 3.00 (Three) Lac. Years counting back ward from the date of publication of IFT in e-Gp portal. 3. The required average annual construction turnover shall be greater than Tk. 8.10 (Eight lac ten thousand) in the last 5(Five) years. Years counting back ward form the date of publication of Tender Notice/IFT of IFT in the e-gp portal. 4. The minimum amount of liquid assets or working capital or credit facilities tender shall be 2.00 (Two) Lac only. 5. The Tender Capacity is Tk. 4.00(Four) Lac. Supporting document must be submitted along within formation as per enclosed form(on going works/commitments) 6. The Tenderer must enclose up-to-date Trade license, Income Tax clearance certificate & VAT registration certificate 7. Personnel Capacity & Equipment Capacity as per TDS.",1159,experience_similar;experience_count;financial_turnover;financial_liquid;financial_credit;equipment;personnel;cert_trade_licence;cert_vat;cert_tin;cert_other,no,300000.00;810000.00;400000.00;300000.00;200000.00;400000.00,Tk. 3.00 (Three) Lac | Tk. 8.10 (Eight lac ten thousand) | Tk. 4.00(Four) Lac | 3.00 (Three) Lac | 2.00 (Two) Lac | 4.00(Four) Lac,Three | Eight lac ten thousand | Four | Three | Two | Four,lac,"the digits and the words agree, so the scale word is applied to them | the digits are the multiplicand and the words in brackets state the total they come to | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5;12,1,
925890,1,Tender Notice_PDFs/KDA_Tender_925890.pdf,1,eligibility,Eligibility of Tenderer,1. The minimum number of years of General Experience of the tenderer in the works as Contractor shall be Twelve,111,experience_general,no,,,,,,,,,
925890,2,Tender Notice_PDFs/KDA_Tender_925890.pdf,1,eligibility,Eligibility of Tenderer,"(12) year. Years in counting backward form the date of tender publication of IFT in e-Gp portal. 2. The minimum specific experience as a Prime Contractor in Survey works of at least 1(One) contract of the minimum value of the similar nature, complexity and methods/construction technology successfully completed within the last 5(five) years, each with a value of at least BDT.Tk. 37.00 (Thirty seven) lac. Years counting back ward from the date of publication of IFT in e-Gp portal. 3. The required average annual construction turnover shall be greater than Tk. 110.00 (One crore ten lac) in the last 5(Five) years. Years counting back ward form the date of publication of Tender Notice/IFT of IFT in the e-gp portal. 4. The minimum amount of liquid assets or working capital or credit facilities tender shall be 28.00 (Twenty eight) lac only. 5. The Tender Capacity is Tk. 51.00 (Fifty one) lac. Supporting document must be submitted along within formation as per enclosed form(on going works/commitments) 6. The Tenderer must enclose up-to-date Trade license, Income Tax clearance certificate & VAT registration certificate. 7. Personnel Capacity & Equipment Capacity as per TDS.",1182,experience_similar;experience_count;financial_turnover;financial_liquid;financial_credit;equipment;personnel;cert_trade_licence;cert_vat;cert_tin;cert_other,no,3700000.00;;5100000.00;3700000.00;2800000.00;5100000.00,Tk. 37.00 (Thirty seven) lac | Tk. 110.00 (One crore ten lac) | Tk. 51.00 (Fifty one) lac | 37.00 (Thirty seven) lac | 28.00 (Twenty eight) lac | 51.00 (Fifty one) lac,Thirty seven | One crore ten lac | Fifty one | Thirty seven | Twenty eight | Fifty one,crore;lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words printed beside them state different amounts | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",yes,5;12,1,
926061,1,Tender Notice_PDFs/KDA_Tender_926061.pdf,1,eligibility,Eligibility of Tenderer,1. The minimum number of years of General Experience of the tenderer in the works as Contractor shall be Twelve,111,experience_general,no,,,,,,,,,
926061,2,Tender Notice_PDFs/KDA_Tender_926061.pdf,1,eligibility,Eligibility of Tenderer,"(12) year. Years in counting backward form the date of tender publication of IFT in e-Gp portal. 2. The minimum specific experience as a Prime Contractor in Survey works of at least 1(One) contract of the minimum value of the similar nature, complexity and methods/construction technology successfully completed within the last 5(five) years, each with a value of at least BDT.Tk.5.00 (Five) Lac. Years counting back ward from the date of publication of IFT in e-Gp portal. 3. The required average annual construction turnover shall be greater than Tk. 15.00(Fifteen) lac in the last 5(Five) years. Years counting back ward form the date of publication of Tender Notice/IFT of IFT in the e-gp portal. 4. The minimum amount of liquid assets or working capital or credit facilities tender shall be 3.75 (Three lac seventy five thousand) only. 5. The Tender Capacity is Tk. 7.00 (Seven) Lac. Supporting document must be submitted along within formation as per enclosed form(on going works/commitments) 6. The Tenderer must enclose up-to-date Trade license, Income Tax clearance certificate & VAT registration certificate 7. Personnel Capacity & Equipment Capacity as per TDS.",1172,experience_similar;experience_count;financial_turnover;financial_liquid;financial_credit;equipment;personnel;cert_trade_licence;cert_vat;cert_tin;cert_other,no,500000.00;1500000.00;700000.00;500000.00;1500000.00;700000.00,Tk.5.00 (Five) Lac | Tk. 15.00(Fifteen) lac | Tk. 7.00 (Seven) Lac | 5.00 (Five) Lac | 15.00(Fifteen) lac | 7.00 (Seven) Lac,Five | Fifteen | Seven | Five | Fifteen | Seven,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5;12,1,
926062,1,Tender Notice_PDFs/KDA_Tender_926062.pdf,1,eligibility,Eligibility of Tenderer,1. The minimum number of years of General Experience of the tenderer in the works as Contractor shall be Twelve,111,experience_general,no,,,,,,,,,
926062,2,Tender Notice_PDFs/KDA_Tender_926062.pdf,1,eligibility,Eligibility of Tenderer,"(12) year. Years in counting backward form the date of tender publication of IFT in e-Gp portal. 2. The minimum specific experience as a Prime Contractor in Survey works of at least 1(One) contract of the minimum value of the similar nature, complexity and methods/construction technology successfully completed within the last 5(five) years, each with a value of at least BDT.Tk.11.00 (Eleven) Lac. Years counting back ward from the date of publication of IFT in e-Gp portal. 3. The required average annual construction turnover shall be greater than Tk. 32.00 (Thirty two) lac in the last 5(Five) years. Years counting back ward form the date of publication of Tender Notice/IFT of IFT in the e-gp portal. 4. The minimum amount of liquid assets or working capital or credit facilities tender shall be 8.00 (Eight) lac only. 5. The Tender Capacity is Tk. 15.00 (Fifteen) lac. Supporting document must be submitted along within formation as per enclosed form(on going works/commitments) 6. The Tenderer must enclose up-to-date Trade license, Income Tax clearance certificate & VAT registration certificate 7. Personnel Capacity & Equipment Capacity as per TDS.",1160,experience_similar;experience_count;financial_turnover;financial_liquid;financial_credit;equipment;personnel;cert_trade_licence;cert_vat;cert_tin;cert_other,no,1100000.00;3200000.00;1500000.00;1100000.00;3200000.00;800000.00;1500000.00,Tk.11.00 (Eleven) Lac | Tk. 32.00 (Thirty two) lac | Tk. 15.00 (Fifteen) lac | 11.00 (Eleven) Lac | 32.00 (Thirty two) lac | 8.00 (Eight) lac | 15.00 (Fifteen) lac,Eleven | Thirty two | Fifteen | Eleven | Thirty two | Eight | Fifteen,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5;12,1,
926063,1,Tender Notice_PDFs/KDA_Tender_926063.pdf,1,eligibility,Eligibility of Tenderer,1. The minimum number of years of General Experience of the tenderer in the works as Contractor shall be Twelve,111,experience_general,no,,,,,,,,,
926063,2,Tender Notice_PDFs/KDA_Tender_926063.pdf,1,eligibility,Eligibility of Tenderer,"(12) year. Years in counting backward form the date of tender publication of IFT in e-Gp portal. 2. The minimum specific experience as a Prime Contractor in Survey works of at least 1(One) contract of the minimum value of the similar nature, complexity and methods/construction technology successfully completed within the last 5(five) years, each with a value of at least BDT.Tk.10.00 (Ten) lac. Years counting back ward from the date of publication of IFT in e-Gp portal. 3. The required average annual construction turnover shall be greater than Tk. 28.00 (Twenty eight) lac in the last 5(Five) years. Years counting back ward form the date of publication of Tender Notice/IFT of IFT in the e-gp portal. 4. The minimum amount of liquid assets or working capital or credit facilities tender shall be 7.00 (Seven) lac only. 5. The Tender Capacity is Tk. 13.00 (Thirteen) lac. Supporting document must be submitted along within formation as per enclosed form(on going works/commitments) 6. The Tenderer must enclose up-to-date Trade license, Income Tax clearance certificate & VAT registration certificate. 7. Personnel Capacity & Equipment Capacity as per TDS.",1161,experience_similar;experience_count;financial_turnover;financial_liquid;financial_credit;equipment;personnel;cert_trade_licence;cert_vat;cert_tin;cert_other,no,1000000.00;2800000.00;1300000.00;1000000.00;2800000.00;700000.00;1300000.00,Tk.10.00 (Ten) lac | Tk. 28.00 (Twenty eight) lac | Tk. 13.00 (Thirteen) lac | 10.00 (Ten) lac | 28.00 (Twenty eight) lac | 7.00 (Seven) lac | 13.00 (Thirteen) lac,Ten | Twenty eight | Thirteen | Ten | Twenty eight | Seven | Thirteen,lac,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5;12,1,
926064,1,Tender Notice_PDFs/KDA_Tender_926064.pdf,1,eligibility,Eligibility of Tenderer,1. The minimum number of years of General Experience of the tenderer in the works as Contractor shall be Twelve,111,experience_general,no,,,,,,,,,
926064,2,Tender Notice_PDFs/KDA_Tender_926064.pdf,1,eligibility,Eligibility of Tenderer,"(12) year. Years in counting backward form the date of tender publication of IFT in e-Gp portal. 2. The minimum specific experience as a Prime Contractor in Survey works of at least 1(One) contract of the minimum value of the similar nature, complexity and methods/construction technology successfully completed within the last 5(five) years, each with a value of at least BDT.Tk.12.00 (Twelve) lac. Years counting back ward from the date of publication of IFT in e-Gp portal. 3. The required average annual construction turnover shall be greater than Tk. 33.00 (Thirty thee) lac in the last 5(Five) years. Years counting back ward form the date of publication of Tender Notice/IFT of IFT in the e-gp portal. 4. The minimum amount of liquid assets or working capital or credit facilities tender shall be 9.00 (Nine) lac only. 5. The Tender Capacity is Tk. 16.00 (Sixteen) lac. Supporting document must be submitted along within formation as per enclosed form(on going works/commitments) 6. The Tenderer must enclose up-to-date Trade license, Income Tax clearance certificate & VAT registration certificate 7. Personnel Capacity & Equipment Capacity as per TDS.",1160,experience_similar;experience_count;financial_turnover;financial_liquid;financial_credit;equipment;personnel;cert_trade_licence;cert_vat;cert_tin;cert_other,no,1200000.00;3300000.00;1600000.00;1200000.00;3300000.00;900000.00;1600000.00,Tk.12.00 (Twelve) lac | Tk. 33.00 (Thirty thee) lac | Tk. 16.00 (Sixteen) lac | 12.00 (Twelve) lac | 33.00 (Thirty thee) lac | 9.00 (Nine) lac | 16.00 (Sixteen) lac,Twelve | Thirty thee | Sixteen | Twelve | Thirty thee | Nine | Sixteen,lac,"the digits and the words agree, so the scale word is applied to them | the scale word was applied to the digits; no amount in words is printed beside them to check it against | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them | the scale word was applied to the digits; no amount in words is printed beside them to check it against | the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5;12,1,
932066,1,Tender Notice_PDFs/KDA_Tender_932066.pdf,1,eligibility,Eligibility of Tenderer,"1. Tender security must be submited from any e-GP Schedule bank in favour of Chairman KDA, Khulna.",98,other,no,,,,,,,,,
932066,2,Tender Notice_PDFs/KDA_Tender_932066.pdf,1,eligibility,Eligibility of Tenderer,"2. The minimum specific experience as a Prime Contractor in construction works of at least 1(One) contract(s) of the minimum value of the similar nature, complexity and methods/construction technology successfully completed within the last 5(Five) years, each with a value of at least Tk. 30.00 (Thirty) Crore. Years counting back ward from the date of publication of IFT in e-Gp portal. The Contractor must have the following experience in the above Mentioned or in other contract : (i) Must have experience of constructing minimum 24 feet wide new bituminious road with minimum right of way of 60 feet. (ii) Must have experience of RCC culvert and pipe culvert construction.",676,experience_similar;experience_count,no,300000000.00;300000000.00,Tk. 30.00 (Thirty) Crore | 30.00 (Thirty) Crore,Thirty | Thirty,crore,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,1,
932066,3,Tender Notice_PDFs/KDA_Tender_932066.pdf,1,eligibility,Eligibility of Tenderer,3. The required average annual construction turnover shall be greater than Tk. 69.00 (Sixty Nine) Crore in the last 5 (Five) years. Payment certificates for contract in progress or completed under public sector during last 5 (five) years must be submitted along with the tender in support of average annual construction turnover. Years counting back ward from the date of publication of IFT in e-Gp portal.,406,financial_turnover;cert_other,no,690000000.00;690000000.00,Tk. 69.00 (Sixty Nine) Crore | 69.00 (Sixty Nine) Crore,Sixty Nine | Sixty Nine,crore,"the digits and the words agree, so the scale word is applied to them | the digits and the words agree, so the scale word is applied to them",,5,,
932066,4,Tender Notice_PDFs/KDA_Tender_932066.pdf,1,eligibility,Eligibility of Tenderer,"4. Liquid assets/ working capital/credit facilities Tk. 7,65,00,000.00 (Seven crore sixty five lac).",100,financial_liquid;financial_credit,no,76500000.00,"Tk. 7,65,00,000.00 (Seven crore sixty five lac)",Seven crore sixty five lac,crore,the words in brackets state the same total as the digits,,,,
932066,5,Tender Notice_PDFs/KDA_Tender_932066.pdf,1,eligibility,Eligibility of Tenderer,5. The Tender Capacity is Tk. 35.00 (Thitry five) crore. Supporting document must be submitted along with information as per enclosed form (ongoing works/commitments),166,other,no,350000000.00;350000000.00,Tk. 35.00 (Thitry five) crore | 35.00 (Thitry five) crore,Thitry five | Thitry five,crore,the scale word was applied to the digits; no amount in words is printed beside them to check it against | the scale word was applied to the digits; no amount in words is printed beside them to check it against,,,,
932066,6,Tender Notice_PDFs/KDA_Tender_932066.pdf,1,eligibility,Eligibility of Tenderer,"6. The Tenderer must enclose up-to-date Trade license, Income Tax clearance certificate and VAT registration certificate.",121,cert_trade_licence;cert_vat;cert_tin;cert_other,no,,,,,,,,,
932066,7,Tender Notice_PDFs/KDA_Tender_932066.pdf,1,eligibility,Eligibility of Tenderer,7. Personnel Capacity & Equipment Capacity as per TDS.,54,equipment;personnel,no,,,,,,,,,
941420,1,Tender Notice_PDFs/KDA_Tender_941420.pdf,1,eligibility,Eligibility of Tenderer,"1. Tender security must be submited from any e-GP Schedule bank in favour of Chairman KDA, Khulna.",98,other,no,,,,,,,,,
