document_id,file,filename,folder,kind,tender_id,pages,bytes,sha256,characters,words,ruled_tables,images,script,has_text_layer,needs_ocr,second_extractor_chars,extractors_agree,duplicate_text_of,read_error,fields_read,dates_read,eligibility_chars,lots_read,beneficial_owners_read,creator,producer,pdf_created,pdf_modified,interleaved_layout_warnings,interleaved_layout_detail
Tender_549164,Contract_Awards_PDFs/Tender_549164.pdf,Tender_549164.pdf,Contract_Awards_PDFs,contract_award,549164,1,97957,d262a01d2d856534cd3c717a4e570bd2b478bd79581f2ef3d4415baea353e133,1963,239,0,0,en,yes,no,2004,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716063927+00'00',D:20260716063927+00'00',0,
Tender_549299,Contract_Awards_PDFs/Tender_549299.pdf,Tender_549299.pdf,Contract_Awards_PDFs,contract_award,549299,1,99872,6a7c96e746dfd2735b7b9782f79fe840bd2d37f8ac432a8246601d6da9f6e416,2228,272,0,0,en,yes,no,2271,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716042942+00'00',D:20260716042942+00'00',0,
Tender_549431,Contract_Awards_PDFs/Tender_549431.pdf,Tender_549431.pdf,Contract_Awards_PDFs,contract_award,549431,1,99632,5f5d08548e151b36f908ed5ecca4a0a833dd74b890d5226c914d446a536bd769,2255,274,0,0,en,yes,no,2298,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716042931+00'00',D:20260716042931+00'00',0,
Tender_550266,Contract_Awards_PDFs/Tender_550266.pdf,Tender_550266.pdf,Contract_Awards_PDFs,contract_award,550266,1,100407,0b5078d8682c0fa3f95e1aee36f166ec9eff339bdc285971e67a86ce8efa87b5,2266,303,0,0,en,yes,no,2309,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716042811+00'00',D:20260716042811+00'00',0,
Tender_550267,Contract_Awards_PDFs/Tender_550267.pdf,Tender_550267.pdf,Contract_Awards_PDFs,contract_award,550267,1,100622,abd2734626a489bb3f1146cb4f71f45f05653f4b29046e208bd9220e81d380ca,2206,298,0,0,en,yes,no,2249,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716042835+00'00',D:20260716042835+00'00',0,
Tender_561734,Contract_Awards_PDFs/Tender_561734.pdf,Tender_561734.pdf,Contract_Awards_PDFs,contract_award,561734,1,99003,8a48de230d7d1874b325224aa712faaae1a6d894a8771dd900edf2ad4531a736,1660,209,0,0,en,yes,no,1700,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716065646+00'00',D:20260716065646+00'00',0,
Tender_564502,Contract_Awards_PDFs/Tender_564502.pdf,Tender_564502.pdf,Contract_Awards_PDFs,contract_award,564502,1,99936,dfd8ad2f01338aedf13d1df7d75b3bb4afb087e176fa6d22104b4836f18118e6,1753,224,0,0,en,yes,no,1792,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716101919+00'00',D:20260716101919+00'00',0,
Tender_577378,Contract_Awards_PDFs/Tender_577378.pdf,Tender_577378.pdf,Contract_Awards_PDFs,contract_award,577378,1,99452,dcdcdd352b8935f844c6e5e691dad263a1a8c77d301e53f365aea5bd51a2bbef,1977,237,0,0,en,yes,no,2018,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716042731+00'00',D:20260716042731+00'00',0,
Tender_581310,Contract_Awards_PDFs/Tender_581310.pdf,Tender_581310.pdf,Contract_Awards_PDFs,contract_award,581310,1,101127,21dd679d73426dad2dcab4d1e35064220af969cde474f557525d99071a92e3ab,1853,231,0,0,en,yes,no,1893,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716065634+00'00',D:20260716065634+00'00',0,
Tender_583663,Contract_Awards_PDFs/Tender_583663.pdf,Tender_583663.pdf,Contract_Awards_PDFs,contract_award,583663,1,99647,8f06f6eba0affedec2967ca60067a8d3f903a18c307fd56a96e81fefba1ca7c6,2194,267,0,0,en,yes,no,2237,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716101852+00'00',D:20260716101852+00'00',0,
Tender_590111,Contract_Awards_PDFs/Tender_590111.pdf,Tender_590111.pdf,Contract_Awards_PDFs,contract_award,590111,1,99614,8028ddaec6da132c9f43cf4a71e63c1b6b4c9229d21764f2e849c4c4d95274b3,2099,263,0,0,en,yes,no,2142,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716101741+00'00',D:20260716101741+00'00',0,
Tender_591374,Contract_Awards_PDFs/Tender_591374.pdf,Tender_591374.pdf,Contract_Awards_PDFs,contract_award,591374,1,99837,b0748a50de7be42e85eae64761431dc9f82cf3e031b192d515226f0de307a77a,2110,262,0,0,en,yes,no,2153,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716101601+00'00',D:20260716101601+00'00',0,
Tender_591591,Contract_Awards_PDFs/Tender_591591.pdf,Tender_591591.pdf,Contract_Awards_PDFs,contract_award,591591,1,100114,da06409ef1e918d22e31ce4ca50d415616f379364b1771fb84bcc8b29ae01f42,2172,271,0,0,en,yes,no,2215,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716101655+00'00',D:20260716101655+00'00',0,
Tender_591741,Contract_Awards_PDFs/Tender_591741.pdf,Tender_591741.pdf,Contract_Awards_PDFs,contract_award,591741,1,99859,83ce30e59ea0570bc1b4ddfa9678f92b34a15d20af64e7b2f3c49c6043e3b449,2145,264,0,0,en,yes,no,2188,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716101613+00'00',D:20260716101613+00'00',0,
Tender_592175,Contract_Awards_PDFs/Tender_592175.pdf,Tender_592175.pdf,Contract_Awards_PDFs,contract_award,592175,1,99711,0abc295c983948fe2df76110f22144be92ee11e42b3e991edf3f7b22bee8a328,2135,267,0,0,en,yes,no,2178,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716101705+00'00',D:20260716101705+00'00',0,
Tender_595725,Contract_Awards_PDFs/Tender_595725.pdf,Tender_595725.pdf,Contract_Awards_PDFs,contract_award,595725,1,97260,a66d70af5289a9cdb0c5250d734c46d1df7f504d44d0679bfa45be993e1375ad,1562,193,0,0,en,yes,no,1601,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716152324+00'00',D:20260716152324+00'00',0,
Tender_595833,Contract_Awards_PDFs/Tender_595833.pdf,Tender_595833.pdf,Contract_Awards_PDFs,contract_award,595833,1,99159,86d7ed9c8d6c5cd4740b2c20ff708d3fa8671c5ad3941f0f8f0c3cb5d8467d0b,1880,257,0,0,en,yes,no,1921,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716101548+00'00',D:20260716101548+00'00',0,
Tender_596661,Contract_Awards_PDFs/Tender_596661.pdf,Tender_596661.pdf,Contract_Awards_PDFs,contract_award,596661,1,99793,a8578c665cb9e29218c21bf0aa98d4b1bc6dd8b0829cd03565e19eb0f4fcc806,1952,236,0,0,en,yes,no,1993,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716034941+00'00',D:20260716034941+00'00',0,
Tender_597090,Contract_Awards_PDFs/Tender_597090.pdf,Tender_597090.pdf,Contract_Awards_PDFs,contract_award,597090,1,100171,89315fe5f7d2666d952b6f0d0fbd2bf3c00e05bf9d83f27e8fc2645a280bab40,2209,285,0,0,en,yes,no,2252,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716101537+00'00',D:20260716101537+00'00',0,
Tender_598954,Contract_Awards_PDFs/Tender_598954.pdf,Tender_598954.pdf,Contract_Awards_PDFs,contract_award,598954,1,99287,d55d8bcbb8ec6c0a78c7f1a2ec0016c7ca5a0812f925483866c593b2dc4e7916,1754,221,0,0,en,yes,no,1793,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716034929+00'00',D:20260716034929+00'00',0,
Tender_601511,Contract_Awards_PDFs/Tender_601511.pdf,Tender_601511.pdf,Contract_Awards_PDFs,contract_award,601511,1,99545,6c79af055f2c6ab5ff6c94ee6b587703dc62fd7288887ec4ee1635ce8713987a,1777,224,0,0,en,yes,no,1816,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716101445+00'00',D:20260716101445+00'00',0,
Tender_601512,Contract_Awards_PDFs/Tender_601512.pdf,Tender_601512.pdf,Contract_Awards_PDFs,contract_award,601512,1,99044,791ec1d855509a170bb8afd0566e6fb7fcb07a42c26c23d474df1af8b6c8975d,1745,219,0,0,en,yes,no,1784,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716101458+00'00',D:20260716101458+00'00',0,
Tender_601514,Contract_Awards_PDFs/Tender_601514.pdf,Tender_601514.pdf,Contract_Awards_PDFs,contract_award,601514,1,98125,79d9808b941ddc0d31e30ec81d5b84d6204d8ca185e78f2003f9c382b20926c8,1780,223,0,0,en,yes,no,1821,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716101525+00'00',D:20260716101525+00'00',0,
Tender_601516,Contract_Awards_PDFs/Tender_601516.pdf,Tender_601516.pdf,Contract_Awards_PDFs,contract_award,601516,1,98168,d55cbc41948f713a4333907082506430b484c207a9fc3ca749eb8ac6010849e3,1759,221,0,0,en,yes,no,1798,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716101338+00'00',D:20260716101338+00'00',0,
Tender_601519,Contract_Awards_PDFs/Tender_601519.pdf,Tender_601519.pdf,Contract_Awards_PDFs,contract_award,601519,1,97611,71aea2786bd764e7d6b47a8df0f6fbdd704c2a4d820f3ba653894a73a6734e9b,1775,219,0,0,en,yes,no,1814,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716101405+00'00',D:20260716101405+00'00',0,
Tender_601520,Contract_Awards_PDFs/Tender_601520.pdf,Tender_601520.pdf,Contract_Awards_PDFs,contract_award,601520,1,98415,8faf6205a78a8a56a3c24d1f4aa3680f1eb145808e5b17ac4fa92127338425c8,1751,219,0,0,en,yes,no,1790,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716101418+00'00',D:20260716101418+00'00',0,
Tender_608964,Contract_Awards_PDFs/Tender_608964.pdf,Tender_608964.pdf,Contract_Awards_PDFs,contract_award,608964,1,99516,668c5518c6701461275ec24d250f5d4d091268ca675248306611b94d300ff152,1968,246,0,0,en,yes,no,2010,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716101315+00'00',D:20260716101315+00'00',0,
Tender_609656,Contract_Awards_PDFs/Tender_609656.pdf,Tender_609656.pdf,Contract_Awards_PDFs,contract_award,609656,1,99543,9ce274bb1b5a0e25dad4d389b3dd7e53a8adf2587b251a00fc7c064e1fc01f7a,1972,247,0,0,en,yes,no,2014,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716101326+00'00',D:20260716101326+00'00',0,
Tender_614373,Contract_Awards_PDFs/Tender_614373.pdf,Tender_614373.pdf,Contract_Awards_PDFs,contract_award,614373,1,99670,c4eca25433ecad6dc50aa7d22492bc4382e12f4a64fc8cc7d2d39b24a4779645,2038,251,0,0,en,yes,no,2080,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716101116+00'00',D:20260716101116+00'00',0,
Tender_614376,Contract_Awards_PDFs/Tender_614376.pdf,Tender_614376.pdf,Contract_Awards_PDFs,contract_award,614376,1,98892,6cd863a4622a56e8ec8dcfd0ab8f457a333168c9f50019fa73f1ab09fa0fbfdc,1753,217,0,0,en,yes,no,1792,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716034905+00'00',D:20260716034905+00'00',0,
Tender_615021,Contract_Awards_PDFs/Tender_615021.pdf,Tender_615021.pdf,Contract_Awards_PDFs,contract_award,615021,1,99224,d677c9d1621ae5702e4ede4fa1d37cecac4eb3369328bbb036a031ab045fc08e,1982,245,0,0,en,yes,no,2024,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716101142+00'00',D:20260716101142+00'00',0,
Tender_615572,Contract_Awards_PDFs/Tender_615572.pdf,Tender_615572.pdf,Contract_Awards_PDFs,contract_award,615572,1,100662,5f9055c073079c5dd32bb3d104d9ecee211a3eb2da8debd2cd1f36bdf742e565,2100,289,0,0,en,yes,no,2142,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716101153+00'00',D:20260716101153+00'00',0,
Tender_616293,Contract_Awards_PDFs/Tender_616293.pdf,Tender_616293.pdf,Contract_Awards_PDFs,contract_award,616293,1,98719,dec82431ddbb6fdaf4d240e23cdbbafe2ad3416a720cb962b5b6f98cada40bec,1893,247,0,0,en,yes,no,1934,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716101206+00'00',D:20260716101206+00'00',0,
Tender_616294,Contract_Awards_PDFs/Tender_616294.pdf,Tender_616294.pdf,Contract_Awards_PDFs,contract_award,616294,1,98551,d1e4963f7752e2842cb9c79a042a3b8f81a33143f7d6aef1e1d67c040b2e48d0,1917,244,0,0,en,yes,no,1958,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716101249+00'00',D:20260716101249+00'00',0,
Tender_616340,Contract_Awards_PDFs/Tender_616340.pdf,Tender_616340.pdf,Contract_Awards_PDFs,contract_award,616340,1,99788,0bed4991b2b9c44873eb34b0d5345e41a600aa93349cb88d1152f6de2c23ccb5,1685,207,0,0,en,yes,no,1724,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716034917+00'00',D:20260716034917+00'00',0,
Tender_617410,Contract_Awards_PDFs/Tender_617410.pdf,Tender_617410.pdf,Contract_Awards_PDFs,contract_award,617410,1,99793,6b49d4a105d1a4ebe25f7ac92d184e8db44bf0d3e151330a9f5d53717cd19b1e,2038,249,0,0,en,yes,no,2079,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716042638+00'00',D:20260716042638+00'00',0,
Tender_617807,Contract_Awards_PDFs/Tender_617807.pdf,Tender_617807.pdf,Contract_Awards_PDFs,contract_award,617807,1,101578,cbba75a5f23d8f3a1ee6d3d78c10037c6bf16f12e7233830124093a23d611854,2325,289,0,0,en,yes,no,2369,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716082416+00'00',D:20260716082416+00'00',0,
Tender_618898,Contract_Awards_PDFs/Tender_618898.pdf,Tender_618898.pdf,Contract_Awards_PDFs,contract_award,618898,1,100034,3d4da4e964de17382643d0189b830e912807169e3ca3480575e95cf7df2a77dc,2290,292,0,0,en,yes,no,2328,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716042719+00'00',D:20260716042719+00'00',0,
Tender_620619,Contract_Awards_PDFs/Tender_620619.pdf,Tender_620619.pdf,Contract_Awards_PDFs,contract_award,620619,1,99398,12e625a8bda708ba8618f1f550bbbc9c803122b94f7c4cdba7997d17cc6ac5df,1953,241,0,0,en,yes,no,1994,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716101104+00'00',D:20260716101104+00'00',0,
Tender_622539,Contract_Awards_PDFs/Tender_622539.pdf,Tender_622539.pdf,Contract_Awards_PDFs,contract_award,622539,1,100470,f7ad7945be6987bd0adf7c3699cfec7e76b7833f7c2d170b64938774a51868d3,1827,228,0,0,en,yes,no,1866,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716101014+00'00',D:20260716101014+00'00',0,
Tender_622586,Contract_Awards_PDFs/Tender_622586.pdf,Tender_622586.pdf,Contract_Awards_PDFs,contract_award,622586,1,100266,8fe49ce89594e8c41be33947d6595564ba4805deca09e2bab287261dbda76c0e,1828,224,0,0,en,yes,no,1867,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716101025+00'00',D:20260716101025+00'00',0,
Tender_622637,Contract_Awards_PDFs/Tender_622637.pdf,Tender_622637.pdf,Contract_Awards_PDFs,contract_award,622637,1,101542,0709e111e87376e5792952d91b0632add3f596050eb5405e79be9a0ac722ec5d,1928,247,0,0,en,yes,no,1970,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716101037+00'00',D:20260716101037+00'00',0,
Tender_629331,Contract_Awards_PDFs/Tender_629331.pdf,Tender_629331.pdf,Contract_Awards_PDFs,contract_award,629331,1,99623,a985e6c971df4dacfdce56aa8d05f10a4e7a64a074a48e80372b8b17c4d33b21,1713,216,0,0,en,yes,no,1752,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716034852+00'00',D:20260716034852+00'00',0,
Tender_631780,Contract_Awards_PDFs/Tender_631780.pdf,Tender_631780.pdf,Contract_Awards_PDFs,contract_award,631780,1,99158,d82b551a4bda7c5200dc1547cafd6b7d9f48f8f0758e6c582d48b3473ab5ab24,1756,220,0,0,en,yes,no,1795,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716034840+00'00',D:20260716034840+00'00',0,
Tender_637086,Contract_Awards_PDFs/Tender_637086.pdf,Tender_637086.pdf,Contract_Awards_PDFs,contract_award,637086,1,100321,8f2be1cef6720d29216e686838dae1a779cf945d55218899ef188ac27ded9b57,1744,217,0,0,en,yes,no,1783,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716034817+00'00',D:20260716034817+00'00',0,
Tender_637169,Contract_Awards_PDFs/Tender_637169.pdf,Tender_637169.pdf,Contract_Awards_PDFs,contract_award,637169,1,99976,3558d29ec745df6021fd97caf7e827fce76d9b93042a8cb87ef4a42f6586ab7a,2097,275,0,0,en,yes,no,2136,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716100846+00'00',D:20260716100846+00'00',0,
Tender_638918,Contract_Awards_PDFs/Tender_638918.pdf,Tender_638918.pdf,Contract_Awards_PDFs,contract_award,638918,1,99562,cb63f570434b3c2e670ecf3ad0fb1938881f54d20c16e81b98a47c0af5b493a2,2033,260,0,0,en,yes,no,2075,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716152228+00'00',D:20260716152228+00'00',0,
Tender_639927,Contract_Awards_PDFs/Tender_639927.pdf,Tender_639927.pdf,Contract_Awards_PDFs,contract_award,639927,1,99906,0e75970969cf0e694baa1674c535229395ecd3d848119314fc49bf6d8277a7a0,2085,250,0,0,en,yes,no,2125,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716100819+00'00',D:20260716100819+00'00',0,
Tender_640368,Contract_Awards_PDFs/Tender_640368.pdf,Tender_640368.pdf,Contract_Awards_PDFs,contract_award,640368,1,99761,bc277eba2aa21c4b969795d5125324439e0a215ddabeea9acad9488013e0e2ac,1681,209,0,0,en,yes,no,1720,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716034829+00'00',D:20260716034829+00'00',0,
Tender_64165,Contract_Awards_PDFs/Tender_64165.pdf,Tender_64165.pdf,Contract_Awards_PDFs,contract_award,64165,1,98662,832fc6eaee2fee19299cf5f7fa99271cb92bd3a9a309fa51c7a0809748a46868,1901,245,0,0,en,yes,no,1942,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716152630+00'00',D:20260716152630+00'00',0,
Tender_644083,Contract_Awards_PDFs/Tender_644083.pdf,Tender_644083.pdf,Contract_Awards_PDFs,contract_award,644083,1,99304,3a95eca53a85ce9c604cb53ab86b42005cb66a4c2326aa18103025a5fa375f49,1747,218,0,0,en,yes,no,1786,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716034706+00'00',D:20260716034706+00'00',0,
Tender_647346,Contract_Awards_PDFs/Tender_647346.pdf,Tender_647346.pdf,Contract_Awards_PDFs,contract_award,647346,1,99494,ae6220e459ed9e90fabc07d9bf5a3ad0536088948c508f0aa5a44583834c7c83,1816,243,0,0,en,yes,no,1857,yes,,,32,5,0,0,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/150.0.0.0 Safari/537.36",Skia/PDF m150,D:20260716100618+00'00',D:20260716100618+00'00',0,
